wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,close_dist
Point (28.01500500000003058 -14.75911999999993895),ZM201800000290,ZM,2018,290,ZM,1,Central,1,Central,GPS,R,-14.75912,28.015005,1002,1162,WGS84,0,466.6602485,56.34738678
Point (24.10331200000007357 -11.63781399999993482),ZM201800000291,ZM,2018,291,ZM,8,North Western,8,North Western,GPS,R,-11.637814,24.103312,1348,1344,WGS84,0,704.283685,147.3038556
Point (28.30981200000007902 -14.93182199999995419),ZM201800000292,ZM,2018,292,ZM,1,Central,1,Central,GPS,R,-14.931822,28.309812,1160,1151,WGS84,0,465.2174277,54.31097226
Point (27.68020600000005516 -15.89316499999995358),ZM201800000294,ZM,2018,294,ZM,9,Southern,9,Southern,GPS,U,-15.893165,27.680206,1020,1035,WGS84,3,498.5687302,48.22586367
Point (24.48124200000006567 -13.28144699999995737),ZM201800000295,ZM,2018,295,ZM,8,North Western,8,North Western,GPS,R,-13.281447,24.481242,9999,1087,WGS84,0,643.3735611,144.5291971
Point (28.07241900000002488 -12.88587399999994432),ZM201800000296,ZM,2018,296,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.885874,28.072419,1246,1248,WGS84,46,450.6495226,3.2084836
Point (27.66609500000004118 -12.50429499999995642),ZM201800000297,ZM,2018,297,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.504295,27.666095,399,1279,WGS84,22,465.1365041,17.56752527
Point (31.15471400000006952 -10.22969399999993811),ZM201800000298,ZM,2018,298,ZM,7,Northern,7,Northern,GPS,U,-10.229694,31.154714,1360,1339,WGS84,0,681.9851903,240.0764124
Point (22.91042100000004211 -15.79317299999996749),ZM201800000299,ZM,2018,299,ZM,10,Western,10,Western,GPS,R,-15.793173,22.910421,1047,1048,WGS84,0,797.4371503,470.3413593
Point (32.70069200000006049 -10.19329399999998031),ZM201800000300,ZM,2018,300,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.193294,32.700692,9999,1094,WGS84,0,765.4292023,108.627407
Point (25.2131450000000541 -14.8554089999999519),ZM201800000301,ZM,2018,301,ZM,10,Western,10,Western,GPS,R,-14.855409,25.213145,1163,1170,WGS84,0,599.2576045,289.2218413
Point (28.69095900000007759 -13.96694899999994277),ZM201800000302,ZM,2018,302,ZM,1,Central,1,Central,GPS,U,-13.966949,28.690959,1266,1266,WGS84,1,453.1282805,48.58363679
Point (28.02190500000006068 -13.70739399999996522),ZM201800000303,ZM,2018,303,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.707394,28.021905,1229,1264,WGS84,0,453.7476006,69.63201348
Point (28.34207600000007687 -15.4617799999999761),ZM201800000304,ZM,2018,304,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.46178,28.342076,788,1294,WGS84,5,474.1773562,12.12318376
Point (29.08104300000007925 -15.2249899999999343),ZM201800000305,ZM,2018,305,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.22499,29.081043,827,998,WGS84,0,468.4671347,93.95555826
Point (24.78947200000004614 -15.46408899999994446),ZM201800000306,ZM,2018,306,ZM,10,Western,10,Western,GPS,R,-15.464089,24.789472,1132,1148,WGS84,0,641.0544712,331.2970518
Point (26.81406000000004042 -16.13861399999996138),ZM201800000307,ZM,2018,307,ZM,9,Southern,9,Southern,GPS,R,-16.138614,26.81406,849,1084,WGS84,0,538.5402439,126.9406765
Point (29.06098500000007334 -13.89704399999993711),ZM201800000308,ZM,2018,308,ZM,1,Central,1,Central,GPS,R,-13.897044,29.060985,1161,1185,WGS84,2,456.9091662,10.06170896
Point (28.743261000000075 -16.51004499999993413),ZM201800000309,ZM,2018,309,ZM,9,Southern,9,Southern,GPS,R,-16.510045,28.743261,536,612,WGS84,0,496.5708555,76.35539747
Point (33.16168900000002395 -12.23992099999998118),ZM201800000310,ZM,2018,310,ZM,3,Eastern,3,Eastern,GPS,R,-12.239921,33.161689,1160,1134,WGS84,2,690.9944865,49.30955492
Point (28.62067600000005996 -12.92795399999994288),ZM201800000311,ZM,2018,311,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.927954,28.620676,1330,1310,WGS84,26,453.5183752,9.042103077
Point (27.55949700000007851 -15.85373799999996436),ZM201800000312,ZM,2018,312,ZM,9,Southern,9,Southern,GPS,R,-15.853738,27.559497,992,995,WGS84,0,501.2296879,54.98044716
Point (30.33212700000007089 -9.3523829999999748),ZM201800000313,ZM,2018,313,ZM,7,Northern,7,Northern,GPS,U,-9.352383,30.332127,1371,1356,WGS84,0,714.1387892,167.9513685
Point (28.16200700000007373 -15.434537999999975),ZM201800000314,ZM,2018,314,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.434538,28.162007,711,1244,WGS84,5,476.1404344,9.830178361
Point (28.33667300000007572 -15.38057699999995975),ZM201800000315,ZM,2018,315,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.380577,28.336673,1261,1236,WGS84,5,472.6833949,19.75228984
Point (28.23100200000004634 -12.84752599999995937),ZM201800000316,ZM,2018,316,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.847526,28.231002,1242,1234,WGS84,39,450.0368258,2.187934557
Point (28.26077000000003636 -15.44815599999992628),ZM201800000317,ZM,2018,317,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.448156,28.26077,1271,1276,WGS84,5,474.9159954,10.98473892
Point (31.2357180000000767 -8.80374299999994037),ZM201800000318,ZM,2018,318,ZM,7,Northern,7,Northern,GPS,R,-8.803743,31.235718,9999,1269,WGS84,0,793.0542619,194.9762057
Point (28.47654700000003913 -14.46189099999998007),ZM201800000319,ZM,2018,319,ZM,1,Central,1,Central,GPS,U,-14.461891,28.476547,1190,1191,WGS84,2,457.3043107,4.270610353
Point (28.7529460000000654 -9.67307899999997289),ZM201800000320,ZM,2018,320,ZM,4,Luapula,4,Luapula,GPS,R,-9.673079,28.752946,965,951,WGS84,0,648.2862032,101.6712694
Point (28.24939000000006217 -15.43985299999997096),ZM201800000321,ZM,2018,321,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.439853,28.24939,151,1275,WGS84,5,474.9110725,12.07590728
Point (28.61535700000007409 -13.01572299999997995),ZM201800000322,ZM,2018,322,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.015723,28.615357,1250,1254,WGS84,24,452.2086671,7.437172563
Point (25.49439000000006672 -12.12289999999995871),ZM201800000323,ZM,2018,323,ZM,8,North Western,8,North Western,GPS,R,-12.1229,25.49439,9999,1363,WGS84,2,581.7332449,25.81488798
Point (29.45896100000004481 -14.00912699999997812),ZM201800000324,ZM,2018,324,ZM,1,Central,1,Central,GPS,R,-14.009127,29.458961,1235,1224,WGS84,2,465.0100783,35.12645015
Point (29.25727800000004208 -13.74771199999997862),ZM201800000325,ZM,2018,325,ZM,1,Central,1,Central,GPS,R,-13.747712,29.257278,1232,1262,WGS84,2,460.8039269,23.01395545
Point (31.45324000000005071 -11.84467199999994591),ZM201800000326,ZM,2018,326,ZM,6,Muchinga,6,Muchinga,GPS,U,-11.844672,31.45324,1403,1405,WGS84,0,604.8836681,194.5729731
Point (27.38717300000007526 -15.18337199999996301),ZM201800000327,ZM,2018,327,ZM,1,Central,1,Central,GPS,R,-15.183372,27.387173,822,1079,WGS84,0,490.8990848,65.72803278
Point (28.25766400000003387 -12.78024399999998195),ZM201800000328,ZM,2018,328,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.780244,28.257664,651,1190,WGS84,40,451.3469416,8.272434672
Point (32.64076400000004696 -13.63574199999993652),ZM201800000329,ZM,2018,329,ZM,3,Eastern,3,Eastern,GPS,U,-13.635742,32.640764,1127,1141,WGS84,0,616.7811304,116.0336968
Point (29.40306900000007317 -13.62529399999993984),ZM201800000330,ZM,2018,330,ZM,1,Central,1,Central,GPS,U,-13.625294,29.403069,1370,1315,WGS84,2,464.9378652,4.405152969
Point (32.0674260000000686 -10.54416799999995646),ZM201800000331,ZM,2018,331,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.544168,32.067426,1294,1286,WGS84,0,707.8286001,185.8549787
Point (31.41692300000005389 -14.61904099999998152),ZM201800000332,ZM,2018,332,ZM,3,Eastern,3,Eastern,GPS,R,-14.619041,31.416923,1038,1047,WGS84,0,535.3123098,223.8131048
Point (32.41206700000003593 -14.03969599999993534),ZM201800000333,ZM,2018,333,ZM,3,Eastern,3,Eastern,GPS,R,-14.039696,32.412067,774,1066,WGS84,0,595.7776576,167.0258589
Point (28.57204300000006469 -9.45270899999997027),ZM201800000334,ZM,2018,334,ZM,4,Luapula,4,Luapula,GPS,R,-9.452709,28.572043,930,928,WGS84,0,665.0089403,70.54304774
Point (25.84897600000005013 -17.84724599999992734),ZM201800000335,ZM,2018,335,ZM,9,Southern,9,Southern,GPS,U,-17.847246,25.848976,140,928,WGS84,0,656.9717088,83.53888162
Point (26.39363200000002507 -12.15804899999994859),ZM201800000336,ZM,2018,336,ZM,8,North Western,8,North Western,GPS,U,-12.158049,26.393632,158,1329,WGS84,5,524.6581324,7.928730424
Point (28.33846100000005208 -15.32930299999998169),ZM201800000337,ZM,2018,337,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.329303,28.338461,1208,1201,WGS84,4,471.7109594,25.21614428
Point (29.50622900000007576 -10.37475999999998066),ZM201800000338,ZM,2018,338,ZM,7,Northern,7,Northern,GPS,R,-10.37476,29.506229,1331,1334,WGS84,0,608.8377188,70.60793939
Point (22.6213790000000472 -14.97659499999997479),ZM201800000339,ZM,2018,339,ZM,10,Western,10,Western,GPS,R,-14.976595,22.621379,1037,1031,WGS84,0,808.173877,418.7766869
Point (26.36203900000003841 -12.18601299999994581),ZM201800000340,ZM,2018,340,ZM,8,North Western,8,North Western,GPS,U,-12.186013,26.362039,780,1377,WGS84,5,525.7536783,12.00095329
Point (28.77498000000002776 -9.76740799999993214),ZM201800000341,ZM,2018,341,ZM,4,Luapula,4,Luapula,GPS,R,-9.767408,28.77498,953,958,WGS84,0,640.6852435,111.9399506
Point (31.50179600000006985 -8.85920699999996941),ZM201800000342,ZM,2018,342,ZM,7,Northern,7,Northern,GPS,R,-8.859207,31.501796,9999,1776,WGS84,0,799.8475169,168.7491372
Point (31.95291300000002366 -14.10737999999997783),ZM201800000343,ZM,2018,343,ZM,3,Eastern,3,Eastern,GPS,R,-14.10738,31.952913,999,1011,WGS84,0,568.0455728,198.5214083
Point (27.17338400000005549 -14.97064599999993106),ZM201800000344,ZM,2018,344,ZM,1,Central,1,Central,GPS,R,-14.970646,27.173384,1233,1241,WGS84,0,494.2755412,98.01925947
Point (30.95595600000007153 -14.45253299999995988),ZM201800000345,ZM,2018,345,ZM,3,Eastern,3,Eastern,GPS,R,-14.452533,30.955956,862,879,WGS84,0,514.8415971,186.769985
Point (30.834111000000064 -14.55739299999993364),ZM201800000346,ZM,2018,346,ZM,3,Eastern,3,Eastern,GPS,R,-14.557393,30.834111,749,742,WGS84,0,509.1884769,181.6169109
Point (32.73723800000004758 -9.91610499999995909),ZM201800000347,ZM,2018,347,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.916105,32.737238,1255,1264,WGS84,0,785.3920188,102.949991
Point (28.28757200000006833 -15.44076099999995222),ZM201800000348,ZM,2018,348,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.440761,28.287572,1275,1279,WGS84,5,474.4196716,11.8903194
Point (30.38672500000006949 -11.09591499999993403),ZM201800000349,ZM,2018,349,ZM,7,Northern,7,Northern,GPS,R,-11.095915,30.386725,683,1181,WGS84,0,592.6423259,150.1237001
Point (31.22246200000006411 -10.24496799999997165),ZM201800000350,ZM,2018,350,ZM,7,Northern,7,Northern,GPS,U,-10.244968,31.222462,1330,1323,WGS84,0,684.0966882,246.7663586
Point (31.32472500000005766 -14.23555599999997412),ZM201800000351,ZM,2018,351,ZM,3,Eastern,3,Eastern,GPS,U,-14.235556,31.324725,841,1031,WGS84,0,533.5608866,213.8935085
Point (28.23687000000006719 -15.38802599999996801),ZM201800000352,ZM,2018,352,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.388026,28.23687,1252,1251,WGS84,5,474.089901,16.83859138
Point (28.22499500000003536 -12.85671099999996159),ZM201800000353,ZM,2018,353,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.856711,28.224995,863,1223,WGS84,39,449.8973838,1.417977547
Point (30.34976000000006024 -14.73377999999996746),ZM201800000354,ZM,2018,354,ZM,3,Eastern,3,Eastern,GPS,R,-14.73378,30.34976,390,397,WGS84,0,490.7426993,156.1248004
Point (33.13040100000006305 -11.1171259999999279),ZM201800000355,ZM,2018,355,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.117126,33.130401,762,765,WGS84,0,739.2539052,106.8213509
Point (30.23851000000007616 -11.62098499999996193),ZM201800000356,ZM,2018,356,ZM,4,Luapula,4,Luapula,GPS,R,-11.620985,30.23851,9999,1169,WGS84,0,557.3327157,158.311446
Point (28.38490900000005013 -15.60759299999995164),ZM201800000357,ZM,2018,357,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.607593,28.384909,9999,1106,WGS84,7,476.7262032,13.9874587
Point (33.05600600000002487 -12.16365599999994629),ZM201800000358,ZM,2018,358,ZM,3,Eastern,3,Eastern,GPS,R,-12.163656,33.056006,1124,1115,WGS84,0,686.8897113,55.85707521
Point (29.93275000000005548 -10.27364499999993086),ZM201800000359,ZM,2018,359,ZM,7,Northern,7,Northern,GPS,U,-10.273645,29.93275,1354,1372,WGS84,0,629.639052,114.5785403
Point (23.00143200000002253 -15.69951499999996258),ZM201800000362,ZM,2018,362,ZM,10,Western,10,Western,GPS,R,-15.699515,23.001432,1014,1043,WGS84,0,787.6468295,456.2818409
Point (28.56294400000007272 -14.42269799999996849),ZM201800000363,ZM,2018,363,ZM,1,Central,1,Central,GPS,R,-14.422698,28.562944,1133,1166,WGS84,2,456.6846983,14.16407624
Point (27.60198700000006511 -16.22024799999996958),ZM201800000364,ZM,2018,364,ZM,9,Southern,9,Southern,GPS,R,-16.220248,27.601987,1088,1095,WGS84,0,510.5182518,65.24985086
Point (28.26455800000007912 -15.42664799999994329),ZM201800000365,ZM,2018,365,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.426648,28.264558,1293,1277,WGS84,5,474.4482322,13.3408809
Point (31.30632400000007465 -14.25325299999997242),ZM201800000366,ZM,2018,366,ZM,3,Eastern,3,Eastern,GPS,U,-14.253253,31.306324,1007,1002,WGS84,0,532.4965147,212.6192195
Point (24.54799000000002707 -14.67415199999993547),ZM201800000367,ZM,2018,367,ZM,10,Western,10,Western,GPS,R,-14.674152,24.54799,885,1115,WGS84,0,644.652478,280.9467335
Point (27.90195800000003601 -12.58549199999993107),ZM201800000368,ZM,2018,368,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.585492,27.901958,1400,1395,WGS84,46,457.8540954,4.49799969
Point (29.13687400000003436 -11.09018199999997023),ZM201800000369,ZM,2018,369,ZM,4,Luapula,4,Luapula,GPS,R,-11.090182,29.136874,1263,1256,WGS84,3,548.9320092,32.21985665
Point (31.47059400000006235 -11.82645299999995814),ZM201800000370,ZM,2018,370,ZM,6,Muchinga,6,Muchinga,GPS,U,-11.826453,31.470594,1426,1425,WGS84,0,606.6339669,193.8814855
Point (27.86940500000002885 -16.22282099999995353),ZM201800000371,ZM,2018,371,ZM,9,Southern,9,Southern,GPS,R,-16.222821,27.869405,1169,1200,WGS84,3,502.8408674,43.22720621
Point (32.69371800000004669 -10.56369099999994887),ZM201800000372,ZM,2018,372,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.563691,32.693718,635,815,WGS84,0,742.4845225,124.1644822
Point (28.78062300000004825 -14.24541399999992564),ZM201800000373,ZM,2018,373,ZM,1,Central,1,Central,GPS,R,-14.245414,28.780623,1220,1236,WGS84,2,455.5740371,44.01076147
Point (31.03076400000003332 -8.98368499999997994),ZM201800000374,ZM,2018,374,ZM,7,Northern,7,Northern,GPS,R,-8.983685,31.030764,9999,1457,WGS84,0,770.0403197,211.6484251
Point (33.17401100000006409 -12.59216299999997091),ZM201800000375,ZM,2018,375,ZM,3,Eastern,3,Eastern,GPS,R,-12.592163,33.174011,1219,1197,WGS84,2,679.133707,17.22725376
Point (24.27907300000003943 -11.19256599999994251),ZM201800000376,ZM,2018,376,ZM,8,North Western,8,North Western,GPS,R,-11.192566,24.279073,156,1343,WGS84,0,705.8658893,128.4011249
Point (28.6419940000000679 -12.92779399999994894),ZM201800000377,ZM,2018,377,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.927794,28.641994,1242,1315,WGS84,24,453.8898507,7.304773544
Point (25.85137200000002622 -17.8781999999999357),ZM201800000378,ZM,2018,378,ZM,9,Southern,9,Southern,GPS,U,-17.8782,25.851372,897,902,WGS84,0,658.3579878,81.08131946
Point (27.97416200000003528 -12.59070099999996728),ZM201800000379,ZM,2018,379,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.590701,27.974162,159,1324,WGS84,46,456.7039077,9.816715164
Point (23.14061400000002777 -15.25970999999992728),ZM201800000380,ZM,2018,380,ZM,10,Western,10,Western,GAZ,U,-15.25971,23.140614,1062,1029,WGS84,0,767.346436,407.4321383
Point (26.54895400000003747 -15.82636499999995294),ZM201800000381,ZM,2018,381,ZM,9,Southern,9,Southern,GPS,R,-15.826365,26.548954,1016,1013,WGS84,0,542.0034043,150.3880652
Point (27.60480200000006334 -16.49405999999993355),ZM201800000382,ZM,2018,382,ZM,9,Southern,9,Southern,GPS,U,-16.49406,27.604802,1230,1231,WGS84,0,519.221718,77.31425153
Point (29.77536200000002964 -10.8135279999999625),ZM201800000383,ZM,2018,383,ZM,4,Luapula,4,Luapula,GPS,R,-10.813528,29.775362,1199,1184,WGS84,0,586.7493624,80.13669577
Point (28.23673900000005688 -12.55418799999995372),ZM201800000384,ZM,2018,384,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.554188,28.236739,160,1284,WGS84,46,457.0106424,2.154829326
Point (31.17805900000007568 -10.23328499999996666),ZM201800000385,ZM,2018,385,ZM,7,Northern,7,Northern,GPS,U,-10.233285,31.178059,1302,1310,WGS84,0,682.8204546,242.4259474
Point (28.74267600000007405 -9.31283799999994244),ZM201800000386,ZM,2018,386,ZM,4,Luapula,4,Luapula,GPS,U,-9.312838,28.742676,945,945,WGS84,0,679.1089443,69.75576092
Point (28.99477500000006103 -8.4889859999999544),ZM201800000387,ZM,2018,387,ZM,4,Luapula,4,Luapula,GPS,R,-8.488986,28.994775,932,930,WGS84,2,756.8053796,33.43591268
Point (31.890399000000059 -14.401854999999955),ZM201800000388,ZM,2018,388,ZM,3,Eastern,3,Eastern,GPS,R,-14.401855,31.890399,1008,1013,WGS84,0,561.4004215,207.0271242
Point (25.84228000000007341 -13.45675699999998187),ZM201800000389,ZM,2018,389,ZM,8,North Western,8,North Western,GPS,U,-13.456757,25.84228,1224,1233,WGS84,0,544.7663771,136.3743429
Point (29.87444000000004962 -15.02021999999993795),ZM201800000390,ZM,2018,390,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.02022,29.87444,894,926,WGS84,0,478.3400169,143.4169442
Point (31.31042500000006612 -12.04873899999995501),ZM201800000391,ZM,2018,391,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.048739,31.310425,1403,1406,WGS84,0,588.413838,199.4450967
Point (27.85493800000006104 -12.56091499999996586),ZM201800000392,ZM,2018,392,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.560915,27.854938,1336,1387,WGS84,38,459.2401254,3.327342847
Point (25.94052900000002637 -17.9457159999999476),ZM201800000393,ZM,2018,393,ZM,9,Southern,9,Southern,GPS,R,-17.945716,25.940529,750,953,WGS84,0,656.4719404,69.02881291
Point (27.30645800000007739 -17.34142899999994825),ZM201800000394,ZM,2018,394,ZM,9,Southern,9,Southern,GPS,R,-17.341429,27.306458,591,562,WGS84,2,561.6664513,10.39058924
Point (30.7120970000000284 -10.69498499999997421),ZM201800000395,ZM,2018,395,ZM,7,Northern,7,Northern,GPS,R,-10.694985,30.712097,943,1196,WGS84,0,631.3643419,183.0062053
Point (28.43799400000006017 -14.38553299999995261),ZM201800000396,ZM,2018,396,ZM,1,Central,1,Central,GPS,U,-14.385533,28.437994,1184,1177,WGS84,2,456.6034561,8.203215101
Point (31.5260560000000396 -14.02906999999993332),ZM201800000397,ZM,2018,397,ZM,3,Eastern,3,Eastern,GPS,R,-14.02907,31.526056,822,826,WGS84,0,546.0190837,222.8034063
Point (29.02178400000002512 -8.52880699999997205),ZM201800000398,ZM,2018,398,ZM,4,Luapula,4,Luapula,GPS,R,-8.528807,29.021784,1002,953,WGS84,2,753.4735848,34.25805264
Point (32.91940100000005032 -11.36017899999995961),ZM201800000399,ZM,2018,399,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.360179,32.919401,496,653,WGS84,0,713.5031594,104.5768618
Point (26.00626500000004171 -13.0348709999999528),ZM201800000400,ZM,2018,400,ZM,8,North Western,8,North Western,GPS,R,-13.034871,26.006265,1328,1340,WGS84,0,535.4111871,91.74841664
Point (26.38365200000004052 -12.16925499999996418),ZM201800000401,ZM,2018,401,ZM,8,North Western,8,North Western,GPS,U,-12.169255,26.383652,1366,1376,WGS84,5,524.9456224,9.409565359
Point (24.18403100000006134 -13.59105799999997544),ZM201800000402,ZM,2018,402,ZM,8,North Western,8,North Western,GPS,R,-13.591058,24.184031,1072,1064,WGS84,0,666.4549704,191.5086712
Point (27.76288300000004483 -15.27339299999994182),ZM201800000403,ZM,2018,403,ZM,1,Central,1,Central,GPS,R,-15.273393,27.762883,795,1010,WGS84,1,481.470377,28.98004253
Point (32.13672400000007201 -10.98909099999997352),ZM201800000404,ZM,2018,404,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.989091,32.136724,1298,1259,WGS84,0,685.7744456,198.8661164
Point (32.47396500000007791 -10.06867899999997462),ZM201800000405,ZM,2018,405,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.068679,32.473965,9999,1282,WGS84,0,760.3879839,131.5561691
Point (28.26359900000005609 -12.78884999999996808),ZM201800000406,ZM,2018,406,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.78885,28.263599,1210,1196,WGS84,40,451.2210907,8.553597071
Point (28.28646400000002359 -15.38618699999994988),ZM201800000407,ZM,2018,407,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.386187,28.286464,1232,1263,WGS84,5,473.3900334,17.90283136
Point (27.73212900000004311 -15.84520699999995941),ZM201800000408,ZM,2018,408,ZM,9,Southern,9,Southern,GPS,U,-15.845207,27.732129,1038,1037,WGS84,5,495.7497798,43.46912445
Point (32.91775600000005397 -9.52352299999995466),ZM201800000409,ZM,2018,409,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.523523,32.917756,1385,1393,WGS84,0,822.3745792,73.88609006
Point (32.65460600000005797 -13.66112299999997504),ZM201800000410,ZM,2018,410,ZM,3,Eastern,3,Eastern,GPS,U,-13.661123,32.654606,1136,1133,WGS84,0,617.1633194,118.1333
Point (23.5861910000000421 -15.63333499999993137),ZM201800000411,ZM,2018,411,ZM,10,Western,10,Western,GPS,R,-15.633335,23.586191,1031,1032,WGS84,0,737.5502043,418.6812764
Point (29.15259100000002945 -11.26839099999995142),ZM201800000412,ZM,2018,412,ZM,4,Luapula,4,Luapula,GPS,R,-11.268391,29.152591,1146,1227,WGS84,2,538.2153823,36.81153651
Point (29.31821300000007113 -9.69546699999995099),ZM201800000413,ZM,2018,413,ZM,4,Luapula,4,Luapula,GPS,R,-9.695467,29.318213,1249,1248,WGS84,0,656.8769447,128.2435861
Point (27.54740300000003117 -16.43085099999996146),ZM201800000414,ZM,2018,414,ZM,9,Southern,9,Southern,GPS,R,-16.430851,27.547403,1158,1161,WGS84,0,518.9874891,82.33581114
Point (24.78520700000007082 -14.79156599999993205),ZM201800000415,ZM,2018,415,ZM,10,Western,10,Western,GPS,U,-14.791566,24.785207,1130,1135,WGS84,0,628.6274488,287.4143082
Point (27.22287700000003952 -16.70323099999995975),ZM201800000416,ZM,2018,416,ZM,9,Southern,9,Southern,GPS,R,-16.703231,27.222877,859,1212,WGS84,0,539.9936857,51.98686543
Point (28.21823700000004465 -16.52810399999992796),ZM201800000417,ZM,2018,417,ZM,9,Southern,9,Southern,GPS,R,-16.528104,28.218237,496,528,WGS84,0,504.5111805,67.69343579
Point (23.27889500000003409 -16.10369199999996681),ZM201800000418,ZM,2018,418,ZM,10,Western,10,Western,GPS,U,-16.103692,23.278895,1009,1007,WGS84,0,774.1550649,418.2212599
Point (27.26324000000005299 -15.95397799999994959),ZM201800000419,ZM,2018,419,ZM,9,Southern,9,Southern,GPS,R,-15.953978,27.26324,798,994,WGS84,0,514.3704339,86.18062056
Point (33.60199400000004744 -10.53399399999995012),ZM201800000420,ZM,2018,420,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.533994,33.601994,1486,1518,WGS84,0,801.6338515,54.78696527
Point (24.8138730000000578 -14.83355399999993551),ZM201800000421,ZM,2018,421,ZM,10,Western,10,Western,GPS,U,-14.833554,24.813873,1188,1186,WGS84,0,627.180324,291.4212268
Point (33.18669000000005553 -11.77707699999996294),ZM201800000422,ZM,2018,422,ZM,3,Eastern,3,Eastern,GPS,R,-11.777077,33.18669,691,1137,WGS84,0,711.6316822,58.60517087
Point (27.45427400000005491 -16.28073499999993601),ZM201800000423,ZM,2018,423,ZM,9,Southern,9,Southern,GPS,U,-16.280735,27.454274,1100,1105,WGS84,0,517.2922776,82.29738106
Point (28.4696680000000697 -9.30262399999998024),ZM201800000424,ZM,2018,424,ZM,4,Luapula,4,Luapula,GPS,R,-9.302624,28.469668,936,941,WGS84,0,677.2570565,50.57801248
Point (31.21681200000006129 -10.29010799999997516),ZM201800000425,ZM,2018,425,ZM,7,Northern,7,Northern,GPS,R,-10.290108,31.216812,908,1313,WGS84,0,680.7951018,244.9053986
Point (31.89398900000003323 -13.85156399999993937),ZM201800000426,ZM,2018,426,ZM,3,Eastern,3,Eastern,GPS,R,-13.851564,31.893989,585,780,WGS84,0,568.4198721,180.6711484
Point (27.84684500000003027 -12.56407399999994823),ZM201800000427,ZM,2018,427,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.564074,27.846845,159,1354,WGS84,38,459.3237379,3.448853443
Point (24.44462500000003047 -13.45430599999997412),ZM201800000428,ZM,2018,428,ZM,8,North Western,8,North Western,GPS,R,-13.454306,24.444625,9999,1153,WGS84,0,645.6829445,162.3501597
Point (27.41463800000002493 -12.81384199999996554),ZM201800000429,ZM,2018,429,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.813842,27.414638,1030,1256,WGS84,0,467.986987,51.41650642
Point (26.41004500000002508 -11.9784909999999627),ZM201800000430,ZM,2018,430,ZM,8,North Western,8,North Western,GPS,R,-11.978491,26.410045,1484,1479,WGS84,5,528.6147392,12.2209905
Point (29.59774000000004435 -11.84309799999994084),ZM201800000431,ZM,2018,431,ZM,4,Luapula,4,Luapula,GPS,R,-11.843098,29.59774,919,1171,WGS84,0,521.0381487,113.2931064
Point (25.71642900000006193 -12.04812399999997297),ZM201800000432,ZM,2018,432,ZM,8,North Western,8,North Western,GPS,R,-12.048124,25.716429,556,1302,WGS84,1,568.3914637,23.09066469
Point (26.99611500000003161 -16.51792799999992667),ZM201800000433,ZM,2018,433,ZM,9,Southern,9,Southern,GPS,R,-16.517928,26.996115,1184,1189,WGS84,0,542.7982698,80.57730303
