wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,close_dist
Point (32.09354100000007293 -14.16191199999997252),ZM201800000146,ZM,2018,146,ZM,3,Eastern,3,Eastern,GPS,R,-14.161912,32.093541,9999,1007,WGS84,0,575.3411923,195.094864
Point (28.59717400000005227 -13.09274799999997185),ZM201800000147,ZM,2018,147,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.092748,28.597174,790,1239,WGS84,18,451.2576752,10.74996497
Point (28.31617700000003879 -15.37740599999995084),ZM201800000148,ZM,2018,148,ZM,5,Lusaka,5,Lusaka,GAZ,R,-15.377406,28.316177,944,1002,WGS84,5,472.8604598,19.4191438
Point (28.28355100000004541 -15.37045799999992823),ZM201800000149,ZM,2018,149,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.370458,28.283551,1226,1227,WGS84,5,473.1305327,19.62114924
Point (30.24420400000002473 -13.22762099999994234),ZM201800000150,ZM,2018,150,ZM,1,Central,1,Central,GPS,U,-13.227621,30.244204,769,1418,WGS84,0,499.776695,98.42348817
Point (32.09216300000002775 -10.35224599999997963),ZM201800000151,ZM,2018,151,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.352246,32.092163,1193,1221,WGS84,0,721.0949144,177.450233
Point (26.24607400000007829 -16.71109099999995351),ZM201800000152,ZM,2018,152,ZM,9,Southern,9,Southern,GPS,R,-16.711091,26.246074,1210,1236,WGS84,0,586.0725853,123.4571051
Point (29.11938700000007429 -8.84657699999996794),ZM201800000153,ZM,2018,153,ZM,4,Luapula,4,Luapula,GPS,R,-8.846577,29.119387,1022,992,WGS84,0,725.9738479,61.75798878
Point (32.74887300000006007 -9.29907899999994925),ZM201800000154,ZM,2018,154,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.299079,32.748873,1289,1712,WGS84,0,828.5871084,67.22180597
Point (31.67976800000002413 -14.0878959999999438),ZM201800000155,ZM,2018,155,ZM,3,Eastern,3,Eastern,GPS,R,-14.087896,31.679768,1067,1066,WGS84,0,553.3542133,215.6634816
Point (28.09468200000003435 -13.2178279999999404),ZM201800000156,ZM,2018,156,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.217828,28.094682,1192,1210,WGS84,23,449.9582831,14.80673932
Point (32.27431000000007089 -13.74384499999996478),ZM201800000157,ZM,2018,157,ZM,3,Eastern,3,Eastern,GPS,R,-13.743845,32.27431,957,942,WGS84,0,592.2446057,145.4585465
Point (28.74618800000007468 -9.43084799999996903),ZM201800000158,ZM,2018,158,ZM,4,Luapula,4,Luapula,GPS,R,-9.430848,28.746188,936,941,WGS84,0,668.8896782,79.41002397
Point (26.78255500000005895 -16.70816499999995131),ZM201800000159,ZM,2018,159,ZM,9,Southern,9,Southern,GPS,R,-16.708165,26.782555,1375,1379,WGS84,0,558.9853633,79.14835216
Point (29.04049200000002884 -10.82288099999993847),ZM201800000160,ZM,2018,160,ZM,4,Luapula,4,Luapula,GPS,R,-10.822881,29.040492,1280,1271,WGS84,3,564.3123538,0.786688224
Point (29.04617665630483714 -8.56274563680750767),ZM201800000161,ZM,2018,161,ZM,4,Luapula,4,Luapula,GPS,R,-8.562745637,29.04617666,929,930,WGS84,2,750.6797691,35.49269232
Point (28.28702000000004091 -15.45351299999992989),ZM201800000162,ZM,2018,162,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.453513,28.28702,1284,1283,WGS84,5,474.6742281,10.48041862
Point (25.90702300000003788 -12.40359199999994644),ZM201800000163,ZM,2018,163,ZM,8,North Western,8,North Western,GPS,R,-12.403592,25.907023,1306,1332,WGS84,1,548.5514295,21.5493847
Point (24.3557760000000485 -14.98233799999997018),ZM201800000164,ZM,2018,164,ZM,10,Western,10,Western,GPS,R,-14.982338,24.355776,1087,1099,WGS84,0,663.9390677,319.9104256
Point (28.40066600000005792 -14.43567399999994905),ZM201800000165,ZM,2018,165,ZM,1,Central,1,Central,GPS,U,-14.435674,28.400666,1188,1187,WGS84,2,457.3661418,4.711449386
Point (29.11344700000006469 -14.72503699999992932),ZM201800000166,ZM,2018,166,ZM,1,Central,1,Central,GPS,R,-14.725037,29.113447,412,497,WGS84,0,462.6370837,78.58433869
Point (28.41312200000004395 -14.22410299999995686),ZM201800000167,ZM,2018,167,ZM,1,Central,1,Central,GPS,R,-14.224103,28.413122,920,1175,WGS84,2,455.0375436,26.2838798
Point (32.50340700000003835 -13.37763999999992848),ZM201800000168,ZM,2018,168,ZM,3,Eastern,3,Eastern,GPS,R,-13.37764,32.503407,672,840,WGS84,0,613.6607495,97.8965782
Point (29.54138900000003787 -11.37154899999995905),ZM201800000169,ZM,2018,169,ZM,4,Luapula,4,Luapula,GPS,U,-11.371549,29.541389,1183,1184,WGS84,0,544.1363271,80.6209219
Point (28.6547090000000253 -12.93766599999997879),ZM201800000170,ZM,2018,170,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.937666,28.654709,1300,1296,WGS84,24,453.9473551,5.564733694
Point (31.00511400000004869 -11.64152999999993199),ZM201800000171,ZM,2018,171,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.64153,31.005114,1245,1311,WGS84,0,591.5111171,233.0385392
Point (26.17080900000007659 -17.05830199999996921),ZM201800000172,ZM,2018,172,ZM,9,Southern,9,Southern,GPS,R,-17.058302,26.170809,1248,1229,WGS84,0,603.4486854,103.7858558
Point (28.44649600000002465 -14.45824399999997922),ZM201800000173,ZM,2018,173,ZM,1,Central,1,Central,GPS,U,-14.458244,28.446496,1172,1182,WGS84,2,457.3711895,1.030602582
Point (28.24815300000005891 -15.37385099999994509),ZM201800000174,ZM,2018,174,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.373851,28.248153,1211,1217,WGS84,5,473.6634227,18.79643138
Point (31.93459900000004836 -10.62734499999993432),ZM201800000175,ZM,2018,175,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.627345,31.934599,1042,1303,WGS84,0,695.5566038,202.6278607
Point (23.11321200000003273 -13.53686599999997497),ZM201800000176,ZM,2018,176,ZM,8,North Western,8,North Western,GPS,U,-13.536866,23.113212,1062,1079,WGS84,0,757.8996388,276.5904749
Point (28.70171100000004571 -15.37277899999997999),ZM201800000177,ZM,2018,177,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.372779,28.701711,1099,1087,WGS84,0,470.081807,50.06691588
Point (28.61107800000007728 -10.1922329999999306),ZM201800000178,ZM,2018,178,ZM,4,Luapula,4,Luapula,GPS,R,-10.192233,28.611078,988,942,WGS84,0,603.7196899,83.85646234
Point (23.96153700000007802 -14.37561199999993278),ZM201800000180,ZM,2018,180,ZM,10,Western,10,Western,GPS,R,-14.375612,23.961537,834,1064,WGS84,0,687.5817336,276.6711682
Point (30.11505400000004329 -15.123175999999944),ZM201800000181,ZM,2018,181,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.123176,30.115054,338,386,WGS84,0,485.196995,167.9370995
Point (28.24312900000006721 -15.39397399999995741),ZM201800000182,ZM,2018,182,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.393974,28.243129,1263,1262,WGS84,5,474.1153314,16.57883091
Point (24.79924900000003163 -11.73144999999993843),ZM201800000183,ZM,2018,183,ZM,8,North Western,8,North Western,GPS,R,-11.73145,24.799249,1492,1471,WGS84,0,644.1293998,79.88140986
Point (33.18924600000002556 -12.27597199999996747),ZM201800000184,ZM,2018,184,ZM,3,Eastern,3,Eastern,GPS,U,-12.275972,33.189246,805,1124,WGS84,2,691.48531,46.47392243
Point (28.43302300000004834 -11.48429499999997461),ZM201800000185,ZM,2018,185,ZM,4,Luapula,4,Luapula,GPS,R,-11.484295,28.433023,1073,1077,WGS84,0,509.955007,57.97317463
Point (29.11018821691849112 -8.79682929522655499),ZM201800000186,ZM,2018,186,ZM,4,Luapula,4,Luapula,GPS,R,-8.784923,29.096959,984,990,WGS84,0,731.1639812,55.67501373
Point (23.16582800000003317 -16.28961099999997941),ZM201800000187,ZM,2018,187,ZM,10,Western,10,Western,GPS,R,-16.289611,23.165828,1006,1003,WGS84,0,788.5678305,416.0427488
Point (28.43503500000002759 -15.33150399999993851),ZM201800000188,ZM,2018,188,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.331504,28.435035,1163,1164,WGS84,3,470.7994987,29.68900281
Point (31.19192300000003115 -10.20939499999997224),ZM201800000189,ZM,2018,189,ZM,7,Northern,7,Northern,GPS,U,-10.209395,31.191923,1063,1354,WGS84,0,685.0865807,244.6153417
Point (28.30938000000003285 -12.48136199999993323),ZM201800000190,ZM,2018,190,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.481362,28.30938,1273,1319,WGS84,40,460.1389266,9.614415883
Point (32.66144800000006398 -13.6604059999999663),ZM201800000191,ZM,2018,191,ZM,3,Eastern,3,Eastern,GPS,U,-13.660406,32.661448,162,1221,WGS84,0,617.6100896,117.8026048
Point (25.87517300000007481 -17.84032199999995782),ZM201800000192,ZM,2018,192,ZM,9,Southern,9,Southern,GPS,U,-17.840322,25.875173,920,925,WGS84,0,655.0770149,82.02929128
Point (28.25125400000007403 -12.55886399999997138),ZM201800000193,ZM,2018,193,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.558864,28.251254,1297,1289,WGS84,44,456.9728362,3.107017104
Point (28.75942800000007082 -9.82335899999992535),ZM201800000194,ZM,2018,194,ZM,4,Luapula,4,Luapula,GPS,U,-9.823359,28.759428,964,961,WGS84,0,635.8051093,114.644755
Point (28.41816100000005463 -13.13556199999993623),ZM201800000195,ZM,2018,195,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.135562,28.418161,167,1246,WGS84,32,449.1906544,12.47001022
Point (31.24090400000005729 -10.14470699999992576),ZM201800000196,ZM,2018,196,ZM,7,Northern,7,Northern,GPS,R,-10.144707,31.240904,729,1374,WGS84,0,691.783747,251.8309112
Point (28.30698000000006687 -15.48944199999993998),ZM201800000197,ZM,2018,197,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.489442,28.30698,1292,1288,WGS84,5,475.1311799,7.429503126
Point (23.20634100000006583 -14.57386599999995269),ZM201800000198,ZM,2018,198,ZM,10,Western,10,Western,GPS,R,-14.573866,23.206341,807,1039,WGS84,0,752.6930005,343.1451895
Point (32.54355300000003126 -13.52999299999993355),ZM201800000199,ZM,2018,199,ZM,3,Eastern,3,Eastern,GPS,R,-13.529993,32.543553,980,985,WGS84,0,612.823253,109.8750285
Point (32.61451900000002979 -13.6184669999999528),ZM201800000200,ZM,2018,200,ZM,3,Eastern,3,Eastern,GPS,U,-13.618467,32.614519,618,1105,WGS84,0,615.4670167,115.3395303
Point (29.39369700000003149 -13.61858299999994415),ZM201800000201,ZM,2018,201,ZM,1,Central,1,Central,GPS,U,-13.618583,29.393697,1271,1268,WGS84,2,464.7362263,5.642412495
Point (27.14597400000002381 -16.13977899999997589),ZM201800000202,ZM,2018,202,ZM,9,Southern,9,Southern,GPS,R,-16.139779,27.145974,797,1008,WGS84,0,524.4014582,107.8397531
Point (22.9223540000000412 -13.81068399999998064),ZM201800000203,ZM,2018,203,ZM,8,North Western,8,North Western,GPS,R,-13.810684,22.922354,1079,1053,WGS84,0,774.2394063,310.275017
Point (30.79281600000007302 -10.74635199999994484),ZM201800000204,ZM,2018,204,ZM,7,Northern,7,Northern,GPS,R,-10.746352,30.792816,966,1226,WGS84,0,631.6930305,191.4715897
Point (31.19521700000007058 -10.21354899999994359),ZM201800000205,ZM,2018,205,ZM,7,Northern,7,Northern,GPS,U,-10.213549,31.195217,1309,1325,WGS84,0,684.9567357,244.8332659
Point (26.82406400000007807 -17.53442699999993692),ZM201800000206,ZM,2018,206,ZM,9,Southern,9,Southern,GPS,R,-17.534427,26.824064,1161,1180,WGS84,2,590.5073806,19.38753234
Point (23.31423500000005333 -16.1070079999999507),ZM201800000207,ZM,2018,207,ZM,10,Western,10,Western,GPS,U,-16.107008,23.314235,806,1027,WGS84,0,771.3362916,414.9920902
Point (27.88632800000004863 -15.69838699999996834),ZM201800000208,ZM,2018,208,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.698387,27.886328,9999,977,WGS84,8,487.8206844,23.06926885
Point (28.43279900000004545 -15.27098799999993162),ZM201800000209,ZM,2018,209,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.270988,28.432799,9999,1116,WGS84,3,469.7319323,35.21753152
Point (27.56935200000003761 -14.72956499999997959),ZM201800000210,ZM,2018,210,ZM,1,Central,1,Central,GPS,R,-14.729565,27.569352,1129,1144,WGS84,0,476.6213314,92.35842457
Point (27.83849000000003571 -12.36608899999993127),ZM201800000211,ZM,2018,211,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.366089,27.83849,1320,1328,WGS84,28,465.3229456,1.887415249
Point (28.87759100000005219 -11.17179599999997208),ZM201800000212,ZM,2018,212,ZM,4,Luapula,4,Luapula,GPS,U,-11.171796,28.877591,1229,1223,WGS84,3,537.260871,5.052245724
Point (32.3661930000000666 -13.49084999999996626),ZM201800000213,ZM,2018,213,ZM,3,Eastern,3,Eastern,GPS,R,-13.49085,32.366193,889,886,WGS84,0,602.7422437,116.9034741
Point (27.88892600000002631 -12.51904699999994364),ZM201800000214,ZM,2018,214,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.519047,27.888926,1334,1344,WGS84,38,459.7261074,1.936081941
Point (27.83887200000003759 -13.5616699999999355),ZM201800000215,ZM,2018,215,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.56167,27.838872,939,1203,WGS84,0,455.7811267,61.51008413
Point (30.11002700000005916 -9.36465499999997064),ZM201800000216,ZM,2018,216,ZM,7,Northern,7,Northern,GPS,U,-9.364655,30.110027,1431,1436,WGS84,0,705.7839101,152.4086364
Point (33.14225500000003422 -9.78770499999995991),ZM201800000217,ZM,2018,217,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.787705,33.142255,1246,1158,WGS84,0,817.8368794,62.7834479
Point (23.28377400000005082 -15.53746699999993552),ZM201800000218,ZM,2018,218,ZM,10,Western,10,Western,GPS,R,-15.537467,23.283774,1052,1060,WGS84,0,760.4707787,424.9234165
Point (32.42729100000002518 -13.73921099999995477),ZM201800000219,ZM,2018,219,ZM,3,Eastern,3,Eastern,GPS,R,-13.739211,32.427291,966,981,WGS84,0,601.5684088,136.3208185
Point (27.68115800000003901 -12.36279099999995879),ZM201800000220,ZM,2018,220,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.362791,27.681158,1289,1286,WGS84,14,468.6225773,11.93891762
Point (33.17067100000002711 -12.19631499999997004),ZM201800000221,ZM,2018,221,ZM,3,Eastern,3,Eastern,GPS,R,-12.196315,33.170671,805,1110,WGS84,0,693.2780577,54.24044032
Point (22.17573900000007825 -14.39485599999994747),ZM201800000222,ZM,2018,222,ZM,10,Western,10,Western,GPS,R,-14.394856,22.175739,1053,1046,WGS84,0,843.0275577,413.4120607
Point (22.67904100000004064 -14.99979299999995419),ZM201800000223,ZM,2018,223,ZM,10,Western,10,Western,GPS,U,-14.999793,22.679041,1029,1029,WGS84,0,803.3878864,416.3691733
Point (32.01083600000004026 -9.43376199999994469),ZM201800000224,ZM,2018,224,ZM,7,Northern,7,Northern,GPS,R,-9.433762,32.010836,1329,1330,WGS84,0,779.6041381,145.8894552
Point (32.61866000000003396 -13.60775199999994811),ZM201800000225,ZM,2018,225,ZM,3,Eastern,3,Eastern,GPS,U,-13.607752,32.61866,1063,1083,WGS84,0,615.9401665,114.0678381
Point (28.63437800000002653 -10.17621899999994639),ZM201800000226,ZM,2018,226,ZM,4,Luapula,4,Luapula,GPS,R,-10.176219,28.634378,764,926,WGS84,0,605.3097297,83.95662339
Point (28.28511800000006815 -15.37219399999997904),ZM201800000227,ZM,2018,227,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.372194,28.285118,974,1240,WGS84,5,473.1432487,19.44104185
Point (23.25313000000005559 -15.86154499999997824),ZM201800000228,ZM,2018,228,ZM,10,Western,10,Western,GPS,R,-15.861545,23.25313,1009,1006,WGS84,0,770.191179,437.0433671
Point (28.37724200000002384 -15.39852899999993951),ZM201800000229,ZM,2018,229,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.398529,28.377242,9999,1249,WGS84,4,472.5861806,20.01901016
Point (31.27492600000005041 -14.32087099999995417),ZM201800000230,ZM,2018,230,ZM,3,Eastern,3,Eastern,GPS,R,-14.320871,31.274926,911,923,WGS84,0,530.3873554,211.9458155
Point (28.27596800000003441 -15.3745829999999728),ZM201800000231,ZM,2018,231,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.374583,28.275968,1275,1264,WGS84,5,473.305591,19.12283916
Point (28.46237100000007558 -14.38601499999992939),ZM201800000232,ZM,2018,232,ZM,1,Central,1,Central,GPS,U,-14.386015,28.462371,1172,1174,WGS84,2,456.5081839,8.595420003
Point (28.88056000000005952 -11.21835799999996652),ZM201800000233,ZM,2018,233,ZM,4,Luapula,4,Luapula,GPS,U,-11.218358,28.88056,1215,1219,WGS84,3,534.3937766,9.13080896
Point (28.89157500000004575 -11.20396499999992557),ZM201800000234,ZM,2018,234,ZM,4,Luapula,4,Luapula,GPS,U,-11.203965,28.891575,1229,1226,WGS84,3,535.5481471,8.550232032
Point (31.64279100000004519 -10.39409399999993866),ZM201800000235,ZM,2018,235,ZM,7,Northern,7,Northern,GPS,R,-10.394094,31.642791,1221,1212,WGS84,0,694.7998022,226.5336931
Point (28.27633900000006406 -15.47994799999997895),ZM201800000237,ZM,2018,237,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.479948,28.276339,1288,1286,WGS84,5,475.3307262,7.419055897
Point (26.97667000000006965 -16.82487099999997326),ZM201800000238,ZM,2018,238,ZM,9,Southern,9,Southern,GPS,U,-16.824871,26.97667,1314,1307,WGS84,0,554.5584949,54.95372116
Point (32.07373700000005101 -10.53278099999994311),ZM201800000239,ZM,2018,239,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.532781,32.073737,1282,1268,WGS84,0,708.8695521,184.7951566
Point (22.62715700000006791 -15.23432999999994308),ZM201800000240,ZM,2018,240,ZM,10,Western,10,Western,GPS,R,-15.23433,22.627157,1056,1058,WGS84,0,811.3196295,439.4150198
Point (29.0703740000000721 -9.80166499999995722),ZM201800000241,ZM,2018,241,ZM,4,Luapula,4,Luapula,GPS,U,-9.801665,29.070374,1344,1331,WGS84,0,642.9030078,112.8568117
Point (32.65024500000004082 -10.13254399999993893),ZM201800000242,ZM,2018,242,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.132544,32.650245,9999,1304,WGS84,0,766.3406383,112.9806341
Point (28.23271800000003395 -12.76263099999994211),ZM201800000243,ZM,2018,243,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.762631,28.232718,954,1213,WGS84,44,451.5590879,6.952033273
Point (31.19202800000005027 -9.51792399999993677),ZM201800000244,ZM,2018,244,ZM,7,Northern,7,Northern,GPS,R,-9.517924,31.192028,1058,1554,WGS84,0,734.8324754,232.2353631
Point (32.73598100000003797 -11.69744599999995671),ZM201800000245,ZM,2018,245,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.697446,32.735981,655,653,WGS84,0,685.9557017,108.4602742
Point (23.52687100000002829 -15.85226799999998093),ZM201800000246,ZM,2018,246,ZM,10,Western,10,Western,GPS,R,-15.852268,23.526871,802,1027,WGS84,0,747.4605904,412.0310082
Point (27.81317000000007056 -13.84722899999997026),ZM201800000247,ZM,2018,247,ZM,1,Central,1,Central,GPS,R,-13.847229,27.81317,1098,1158,WGS84,0,458.7253699,91.10148855
Point (30.81819600000005721 -14.59222699999997985),ZM201800000248,ZM,2018,248,ZM,3,Eastern,3,Eastern,GPS,U,-14.592227,30.818196,739,747,WGS84,0,508.4187647,182.4065529
Point (27.47016100000007555 -16.28219199999995226),ZM201800000249,ZM,2018,249,ZM,9,Southern,9,Southern,GPS,U,-16.282192,27.470161,1132,1126,WGS84,0,516.7925197,80.89145048
Point (31.39413400000006504 -11.8508759999999711),ZM201800000250,ZM,2018,250,ZM,6,Muchinga,6,Muchinga,GPS,U,-11.850876,31.394134,1336,1332,WGS84,0,601.4751787,199.9535482
Point (28.23903000000007069 -15.31592399999993859),ZM201800000251,ZM,2018,251,ZM,1,Central,1,Central,GPS,R,-15.315924,28.23903,1228,1231,WGS84,5,472.7046805,24.33125361
Point (23.71587100000004966 -16.69325299999997014),ZM201800000252,ZM,2018,252,ZM,10,Western,10,Western,GPS,R,-16.693253,23.715871,888,989,WGS84,0,756.780954,342.3513814
Point (32.46966600000007475 -9.21430599999996502),ZM201800000253,ZM,2018,253,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.214306,32.469666,1487,1482,WGS84,0,819.5040016,90.13454645
Point (28.19629200000002811 -12.783395999999982),ZM201800000254,ZM,2018,254,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.783396,28.196292,687,1235,WGS84,46,451.0134269,2.423078238
Point (28.69289600000007567 -13.77009099999997943),ZM201800000255,ZM,2018,255,ZM,1,Central,1,Central,GPS,R,-13.770091,28.692896,976,1260,WGS84,0,452.1559814,52.07055559
Point (26.34427400000004127 -17.00682799999992767),ZM201800000256,ZM,2018,256,ZM,9,Southern,9,Southern,GPS,R,-17.006828,26.344274,1282,1292,WGS84,0,592.0279624,95.85452439
Point (32.15602700000005143 -14.31934299999994664),ZM201800000257,ZM,2018,257,ZM,3,Eastern,3,Eastern,GPS,R,-14.319343,32.156027,546,933,WGS84,0,577.1559361,199.9741962
Point (28.23155100000002449 -15.54600299999992785),ZM201800000258,ZM,2018,258,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.546003,28.231551,1239,1239,WGS84,8,477.3071014,4.209623649
Point (29.88832200000007333 -9.43082299999997531),ZM201800000259,ZM,2018,259,ZM,7,Northern,7,Northern,GPS,R,-9.430823,29.888322,1125,1440,WGS84,0,693.5644703,144.6323159
Point (27.22584500000004937 -16.80298399999998082),ZM201800000260,ZM,2018,260,ZM,9,Southern,9,Southern,GPS,R,-16.802984,27.225845,1284,1283,WGS84,1,543.4823565,41.38480506
Point (27.06875400000006948 -16.34944799999993847),ZM201800000261,ZM,2018,261,ZM,9,Southern,9,Southern,GPS,R,-16.349448,27.068754,1085,1078,WGS84,0,534.1353252,94.51283753
Point (31.41590600000006361 -10.19710199999997258),ZM201800000262,ZM,2018,262,ZM,7,Northern,7,Northern,GPS,U,-10.197102,31.415906,683,1374,WGS84,0,696.516369,244.1947518
Point (33.50098900000006097 -10.25329199999993079),ZM201800000263,ZM,2018,263,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.253292,33.500989,1456,1429,WGS84,3,811.1343509,33.8785597
Point (30.57474900000005391 -11.29794499999997015),ZM201800000264,ZM,2018,264,ZM,7,Northern,7,Northern,GPS,R,-11.297945,30.574749,916,1180,WGS84,0,589.2296595,175.7112044
Point (26.08969500000006292 -13.93707099999994625),ZM201800000265,ZM,2018,265,ZM,8,North Western,8,North Western,GPS,R,-13.937071,26.089695,9999,1193,WGS84,0,531.8346103,192.0544021
Point (26.23075600000004215 -17.27393799999993007),ZM201800000266,ZM,2018,266,ZM,9,Southern,9,Southern,GPS,R,-17.273938,26.230756,1240,1232,WGS84,0,609.0303669,83.65401433
Point (28.08211600000004182 -12.83814199999994798),ZM201800000267,ZM,2018,267,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.838142,28.082116,1302,1292,WGS84,46,450.9746324,8.43836498
Point (28.35129700000004505 -15.44308599999993703),ZM201800000268,ZM,2018,268,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.443086,28.351297,1280,1293,WGS84,5,473.7119333,14.37112296
Point (28.39468300000004319 -13.19336799999996401),ZM201800000269,ZM,2018,269,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.193368,28.394683,926,1193,WGS84,29,448.9865178,15.75360197
Point (23.92042500000002292 -15.14892799999995532),ZM201800000270,ZM,2018,270,ZM,10,Western,10,Western,GPS,R,-15.148928,23.920425,620,1091,WGS84,0,700.9694067,354.5793487
Point (28.14934600000003684 -15.86254199999996217),ZM201800000271,ZM,2018,271,ZM,9,Southern,9,Southern,GPS,R,-15.862542,28.149346,1013,1010,WGS84,8,486.1498457,7.302120238
Point (31.30473000000006323 -14.43226099999992584),ZM201800000272,ZM,2018,272,ZM,3,Eastern,3,Eastern,GPS,R,-14.432261,31.30473,792,983,WGS84,0,530.9797432,219.5697899
Point (30.38412900000002992 -15.62125399999996489),ZM201800000273,ZM,2018,273,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.621254,30.384129,350,345,WGS84,0,497.02964,147.2127205
Point (32.92261100000007445 -12.98326799999995274),ZM201800000274,ZM,2018,274,ZM,3,Eastern,3,Eastern,GPS,R,-12.983268,32.922611,1029,1064,WGS84,2,650.4076494,37.36791502
Point (28.84997400000003154 -11.2187399999999684),ZM201800000275,ZM,2018,275,ZM,4,Luapula,4,Luapula,GPS,R,-11.21874,28.849974,1228,1218,WGS84,3,533.6842785,8.037466943
Point (28.19052500000003647 -12.77162799999996423),ZM201800000276,ZM,2018,276,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.771628,28.190525,702,1247,WGS84,46,451.2447801,3.088035527
Point (32.24631200000004583 -9.41252199999996719),ZM201800000277,ZM,2018,277,ZM,7,Northern,7,Northern,GPS,R,-9.412522,32.246312,9999,1252,WGS84,0,793.2242786,121.2724095
Point (33.49714000000005854 -10.26411599999994451),ZM201800000278,ZM,2018,278,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.264116,33.49714,1422,1418,WGS84,3,810.2424046,35.11472706
Point (28.22445400000003701 -12.86598299999997153),ZM201800000279,ZM,2018,279,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.865983,28.224454,845,1202,WGS84,39,449.8072123,1.851717459
Point (32.04784400000005462 -13.2807889999999702),ZM201800000280,ZM,2018,280,ZM,3,Eastern,3,Eastern,GPS,R,-13.280789,32.047844,483,594,WGS84,0,588.6039979,126.9379382
Point (28.25550500000002785 -15.40918799999997191),ZM201800000282,ZM,2018,282,ZM,5,Lusaka,5,Lusaka,GAZ,R,-15.409188,28.255505,764,1080,WGS84,5,474.2352562,15.35409146
Point (25.96499300000004951 -13.50086999999996351),ZM201800000283,ZM,2018,283,ZM,8,North Western,8,North Western,GPS,R,-13.50087,25.964993,9999,1293,WGS84,0,537.1688519,142.1607573
Point (28.65561400000007097 -13.00571299999995745),ZM201800000284,ZM,2018,284,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.005713,28.655614,1279,1272,WGS84,13,452.9509141,4.53349821
Point (27.68962900000002492 -12.82942499999995789),ZM201800000285,ZM,2018,285,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.829425,27.689629,1247,1229,WGS84,18,459.1173932,31.18353636
Point (31.96559200000007195 -12.58978199999995695),ZM201800000286,ZM,2018,286,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.589782,31.965592,558,565,WGS84,0,603.8334279,116.2813012
Point (28.01029900000003181 -12.60794099999992568),ZM201800000287,ZM,2018,287,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.607941,28.010299,1317,1322,WGS84,46,455.8397184,5.752219641
Point (30.00623400000006313 -10.23068099999994729),ZM201800000288,ZM,2018,288,ZM,7,Northern,7,Northern,GPS,R,-10.230681,30.006234,1308,1378,WGS84,0,635.2793774,123.9322627
Point (31.51429700000005596 -14.35972099999997909),ZM201800000289,ZM,2018,289,ZM,3,Eastern,3,Eastern,GPS,R,-14.359721,31.514297,1044,1096,WGS84,0,541.9007143,236.2496437
