wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,rms_dist
Point (28.23673900000005688 -12.55418799999995372),ZM201800000384,ZM,2018,384,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.554188,28.236739,160,1284,WGS84,46,457.01064239732045,548.2068837117595
Point (31.17805900000007568 -10.23328499999996666),ZM201800000385,ZM,2018,385,ZM,7,Northern,7,Northern,GPS,U,-10.233285,31.178059,1302,1310,WGS84,0,682.8204546171942,730.771135649251
Point (28.74267600000007405 -9.31283799999994244),ZM201800000386,ZM,2018,386,ZM,4,Luapula,4,Luapula,GPS,U,-9.312838,28.742676,945,945,WGS84,0,679.1089442645817,764.1841468057203
Point (28.99477500000006103 -8.4889859999999544),ZM201800000387,ZM,2018,387,ZM,4,Luapula,4,Luapula,GPS,R,-8.488986,28.994775,932,930,WGS84,2,756.8053795902345,835.6661680176773
Point (31.890399000000059 -14.401854999999955),ZM201800000388,ZM,2018,388,ZM,3,Eastern,3,Eastern,GPS,R,-14.401855,31.890399,1008,1013,WGS84,0,561.4004215307367,589.2844725467629
Point (25.84228000000007341 -13.45675699999998187),ZM201800000389,ZM,2018,389,ZM,8,North Western,8,North Western,GPS,U,-13.456757,25.84228,1224,1233,WGS84,0,544.7663770898184,610.0783507800336
Point (29.87444000000004962 -15.02021999999993795),ZM201800000390,ZM,2018,390,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.02022,29.87444,894,926,WGS84,0,478.3400168772809,509.07796759556754
Point (31.31042500000006612 -12.04873899999995501),ZM201800000391,ZM,2018,391,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.048739,31.310425,1403,1406,WGS84,0,588.413838007337,623.2060083538956
Point (27.85493800000006104 -12.56091499999996586),ZM201800000392,ZM,2018,392,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.560915,27.854938,1336,1387,WGS84,38,459.2401254015275,555.1368003082538
Point (25.94052900000002637 -17.9457159999999476),ZM201800000393,ZM,2018,393,ZM,9,Southern,9,Southern,GPS,R,-17.945716,25.940529,750,953,WGS84,0,656.4719404458693,701.5142406425445
Point (27.30645800000007739 -17.34142899999994825),ZM201800000394,ZM,2018,394,ZM,9,Southern,9,Southern,GPS,R,-17.341429,27.306458,591,562,WGS84,2,561.6664512801269,611.4166655128893
Point (30.7120970000000284 -10.69498499999997421),ZM201800000395,ZM,2018,395,ZM,7,Northern,7,Northern,GPS,R,-10.694985,30.712097,943,1196,WGS84,0,631.3643419042064,682.2673216171524
Point (28.43799400000006017 -14.38553299999995261),ZM201800000396,ZM,2018,396,ZM,1,Central,1,Central,GPS,U,-14.385533,28.437994,1184,1177,WGS84,2,456.6034561062337,499.36203144537416
Point (31.5260560000000396 -14.02906999999993332),ZM201800000397,ZM,2018,397,ZM,3,Eastern,3,Eastern,GPS,R,-14.02907,31.526056,822,826,WGS84,0,546.0190836985231,571.8078974215389
Point (29.02178400000002512 -8.52880699999997205),ZM201800000398,ZM,2018,398,ZM,4,Luapula,4,Luapula,GPS,R,-8.528807,29.021784,1002,953,WGS84,2,753.4735848010721,832.133092292267
Point (32.91940100000005032 -11.36017899999995961),ZM201800000399,ZM,2018,399,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.360179,32.919401,496,653,WGS84,0,713.5031593889917,746.0397007196381
Point (26.00626500000004171 -13.0348709999999528),ZM201800000400,ZM,2018,400,ZM,8,North Western,8,North Western,GPS,R,-13.034871,26.006265,1328,1340,WGS84,0,535.4111871478952,611.8400754277843
Point (26.38365200000004052 -12.16925499999996418),ZM201800000401,ZM,2018,401,ZM,8,North Western,8,North Western,GPS,U,-12.169255,26.383652,1366,1376,WGS84,5,524.9456223801031,626.0212541628434
Point (24.18403100000006134 -13.59105799999997544),ZM201800000402,ZM,2018,402,ZM,8,North Western,8,North Western,GPS,R,-13.591058,24.184031,1072,1064,WGS84,0,666.4549703693618,721.2145486562305
Point (27.76288300000004483 -15.27339299999994182),ZM201800000403,ZM,2018,403,ZM,1,Central,1,Central,GPS,R,-15.273393,27.762883,795,1010,WGS84,1,481.47037702311627,518.4981509105093
Point (32.13672400000007201 -10.98909099999997352),ZM201800000404,ZM,2018,404,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.989091,32.136724,1298,1259,WGS84,0,685.7744455927156,722.2931238278877
Point (32.47396500000007791 -10.06867899999997462),ZM201800000405,ZM,2018,405,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.068679,32.473965,9999,1282,WGS84,0,760.3879839077914,800.0152507889424
Point (28.26359900000005609 -12.78884999999996808),ZM201800000406,ZM,2018,406,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.78885,28.263599,1210,1196,WGS84,40,451.22109067497604,537.8380902494252
Point (28.28646400000002359 -15.38618699999994988),ZM201800000407,ZM,2018,407,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.386187,28.286464,1232,1263,WGS84,5,473.3900334402255,509.90297912016865
Point (27.73212900000004311 -15.84520699999995941),ZM201800000408,ZM,2018,408,ZM,9,Southern,9,Southern,GPS,U,-15.845207,27.732129,1038,1037,WGS84,5,495.7497798045201,533.0029543892397
Point (32.91775600000005397 -9.52352299999995466),ZM201800000409,ZM,2018,409,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.523523,32.917756,1385,1393,WGS84,0,822.3745791622084,862.2812763283957
Point (32.65460600000005797 -13.66112299999997504),ZM201800000410,ZM,2018,410,ZM,3,Eastern,3,Eastern,GPS,U,-13.661123,32.654606,1136,1133,WGS84,0,617.1633193516714,644.9865416665385
Point (23.5861910000000421 -15.63333499999993137),ZM201800000411,ZM,2018,411,ZM,10,Western,10,Western,GPS,R,-15.633335,23.586191,1031,1032,WGS84,0,737.5502042593738,768.7832347825405
Point (29.15259100000002945 -11.26839099999995142),ZM201800000412,ZM,2018,412,ZM,4,Luapula,4,Luapula,GPS,R,-11.268391,29.152591,1146,1227,WGS84,2,538.2153823075175,615.4156307340058
Point (29.31821300000007113 -9.69546699999995099),ZM201800000413,ZM,2018,413,ZM,4,Luapula,4,Luapula,GPS,R,-9.695467,29.318213,1249,1248,WGS84,0,656.8769447474895,733.1926719911022
Point (27.54740300000003117 -16.43085099999996146),ZM201800000414,ZM,2018,414,ZM,9,Southern,9,Southern,GPS,R,-16.430851,27.547403,1158,1161,WGS84,0,518.9874891498952,559.2236463531574
Point (24.78520700000007082 -14.79156599999993205),ZM201800000415,ZM,2018,415,ZM,10,Western,10,Western,GPS,U,-14.791566,24.785207,1130,1135,WGS84,0,628.6274488289507,668.2135755339822
Point (27.22287700000003952 -16.70323099999995975),ZM201800000416,ZM,2018,416,ZM,9,Southern,9,Southern,GPS,R,-16.703231,27.222877,859,1212,WGS84,0,539.9936856590143,581.3110247724178
Point (28.21823700000004465 -16.52810399999992796),ZM201800000417,ZM,2018,417,ZM,9,Southern,9,Southern,GPS,R,-16.528104,28.218237,496,528,WGS84,0,504.5111804577399,548.769286492666
Point (23.27889500000003409 -16.10369199999996681),ZM201800000418,ZM,2018,418,ZM,10,Western,10,Western,GPS,U,-16.103692,23.278895,1009,1007,WGS84,0,774.1550649150141,802.8859246366377
Point (27.26324000000005299 -15.95397799999994959),ZM201800000419,ZM,2018,419,ZM,9,Southern,9,Southern,GPS,R,-15.953978,27.26324,798,994,WGS84,0,514.3704338742589,550.7170206220674
Point (33.60199400000004744 -10.53399399999995012),ZM201800000420,ZM,2018,420,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.533994,33.601994,1486,1518,WGS84,0,801.6338514585848,836.5548436316031
Point (24.8138730000000578 -14.83355399999993551),ZM201800000421,ZM,2018,421,ZM,10,Western,10,Western,GPS,U,-14.833554,24.813873,1188,1186,WGS84,0,627.1803239937639,666.3421221943343
Point (33.18669000000005553 -11.77707699999996294),ZM201800000422,ZM,2018,422,ZM,3,Eastern,3,Eastern,GPS,R,-11.777077,33.18669,691,1137,WGS84,0,711.6316822381326,742.5950409541823
Point (27.45427400000005491 -16.28073499999993601),ZM201800000423,ZM,2018,423,ZM,9,Southern,9,Southern,GPS,U,-16.280735,27.454274,1100,1105,WGS84,0,517.2922775965698,555.9428222088848
Point (28.4696680000000697 -9.30262399999998024),ZM201800000424,ZM,2018,424,ZM,4,Luapula,4,Luapula,GPS,R,-9.302624,28.469668,936,941,WGS84,0,677.2570564929256,766.4624644271831
Point (31.21681200000006129 -10.29010799999997516),ZM201800000425,ZM,2018,425,ZM,7,Northern,7,Northern,GPS,R,-10.290108,31.216812,908,1313,WGS84,0,680.7951017790987,728.0585063069918
Point (31.89398900000003323 -13.85156399999993937),ZM201800000426,ZM,2018,426,ZM,3,Eastern,3,Eastern,GPS,R,-13.851564,31.893989,585,780,WGS84,0,568.4198720749811,594.3968085762936
Point (27.84684500000003027 -12.56407399999994823),ZM201800000427,ZM,2018,427,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.564074,27.846845,159,1354,WGS84,38,459.3237379231398,555.1831730793177
Point (24.44462500000003047 -13.45430599999997412),ZM201800000428,ZM,2018,428,ZM,8,North Western,8,North Western,GPS,R,-13.454306,24.444625,9999,1153,WGS84,0,645.6829445126274,704.0594934192881
Point (27.41463800000002493 -12.81384199999996554),ZM201800000429,ZM,2018,429,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.813842,27.414638,1030,1256,WGS84,0,467.9869870444447,556.7797697612843
Point (26.41004500000002508 -11.9784909999999627),ZM201800000430,ZM,2018,430,ZM,8,North Western,8,North Western,GPS,R,-11.978491,26.410045,1484,1479,WGS84,5,528.6147392053487,634.042889424416
Point (29.59774000000004435 -11.84309799999994084),ZM201800000431,ZM,2018,431,ZM,4,Luapula,4,Luapula,GPS,R,-11.843098,29.59774,919,1171,WGS84,0,521.0381486928044,583.8738358824033
Point (25.71642900000006193 -12.04812399999997297),ZM201800000432,ZM,2018,432,ZM,8,North Western,8,North Western,GPS,R,-12.048124,25.716429,556,1302,WGS84,1,568.391463655249,666.5905970510394
Point (26.99611500000003161 -16.51792799999992667),ZM201800000433,ZM,2018,433,ZM,9,Southern,9,Southern,GPS,R,-16.517928,26.996115,1184,1189,WGS84,0,542.7982697961953,581.3500612970366
Point (29.0775660000000471 -9.68619999999992842),ZM201800000434,ZM,2018,434,ZM,4,Luapula,4,Luapula,GPS,R,-9.6862,29.077566,1331,1335,WGS84,0,652.5633117942001,732.9575767869736
Point (26.88640700000007655 -16.93749799999994821),ZM201800000435,ZM,2018,435,ZM,9,Southern,9,Southern,GPS,R,-16.937498,26.886407,1282,1291,WGS84,0,562.785798454452,604.6595830652738
Point (28.38956000000007407 -15.44401399999998148),ZM201800000436,ZM,2018,436,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.444014,28.38956,9999,1291,WGS84,4,473.3312984858049,509.7319989860029
Point (28.45736900000002834 -13.25492899999994734),ZM201800000437,ZM,2018,437,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.254929,28.457369,1173,1223,WGS84,13,449.3209159641304,518.8313423436484
Point (32.59623000000004822 -13.75498899999996638),ZM201800000438,ZM,2018,438,ZM,3,Eastern,3,Eastern,GPS,R,-13.754989,32.59623,1102,1066,WGS84,0,611.7385609879977,639.5503817084407
Point (28.27385200000003351 -15.46517999999997528),ZM201800000439,ZM,2018,439,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.46518,28.273852,1285,1278,WGS84,5,475.07313976864026,511.7877854967373
Point (28.30728500000003578 -15.41198799999995117),ZM201800000440,ZM,2018,440,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.411988,28.307285,9999,1290,WGS84,5,473.62167713260123,510.13934696766887
Point (23.21274500000004082 -13.31436699999994744),ZM201800000441,ZM,2018,441,ZM,8,North Western,8,North Western,GPS,R,-13.314367,23.212745,1076,1069,WGS84,0,750.2626921589231,803.9846845654702
Point (28.93465200000002824 -11.00737399999997024),ZM201800000442,ZM,2018,442,ZM,4,Luapula,4,Luapula,GPS,R,-11.007374,28.934652,1286,1317,WGS84,3,549.2936906242036,632.570617253539
Point (32.63303100000007362 -13.7062729999999533),ZM201800000443,ZM,2018,443,ZM,3,Eastern,3,Eastern,GPS,U,-13.706273,32.633031,1045,1070,WGS84,0,614.9452135810703,642.7822175806263
Point (28.23168300000003228 -15.42180599999994683),ZM201800000444,ZM,2018,444,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.421806,28.231683,1274,1271,WGS84,5,474.81218380285003,511.49078995144646
Point (31.15068200000007437 -8.83913599999993949),ZM201800000445,ZM,2018,445,ZM,7,Northern,7,Northern,GPS,R,-8.839136,31.150682,9999,1061,WGS84,0,786.6764853655458,839.7612954261159
Point (22.42738600000006954 -15.8109789999999748),ZM201800000446,ZM,2018,446,ZM,10,Western,10,Western,GPS,R,-15.810979,22.427386,1033,1035,WGS84,0,839.5378167631632,868.4106156340737
Point (32.75367400000004636 -9.32444599999996626),ZM201800000447,ZM,2018,447,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.324446,32.753674,1624,1627,WGS84,0,827.034871491633,868.1658952049983
Point (30.91217200000005505 -10.12631899999996676),ZM201800000448,ZM,2018,448,ZM,7,Northern,7,Northern,GPS,R,-10.126319,30.912172,1355,1341,WGS84,0,678.2531465919903,729.6480502763719
Point (32.87124100000005456 -13.44460199999997485),ZM201800000449,ZM,2018,449,ZM,3,Eastern,3,Eastern,GPS,R,-13.444602,32.871241,1108,1112,WGS84,0,635.554950535376,663.8385918752879
Point (28.28224500000004582 -15.60355099999998174),ZM201800000450,ZM,2018,450,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.603551,28.282245,9999,1184,WGS84,8,477.8497426112722,514.9837198023948
Point (28.72564400000004525 -11.74282899999997198),ZM201800000451,ZM,2018,451,ZM,4,Luapula,4,Luapula,GPS,R,-11.742829,28.725644,1342,1340,WGS84,0,500.5539322872174,585.8314681697673
Point (32.52247400000004518 -13.85657699999995884),ZM201800000452,ZM,2018,452,ZM,3,Eastern,3,Eastern,GPS,R,-13.856577,32.522474,1097,1100,WGS84,0,605.3808250353969,633.1861550237579
Point (30.45368045659595424 -8.42882882080503038),ZM201800000453,ZM,2018,453,ZM,7,Northern,7,Northern,GPS,R,-8.428828821,30.45368046,782,787,WGS84,0,796.323321584386,856.9818013523719
Point (28.34168200000004845 -15.36226599999997688),ZM201800000454,ZM,2018,454,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.362266,28.341682,1224,1223,WGS84,5,472.28492953914593,508.63574694637134
Point (31.89423300000004247 -9.21834399999994503),ZM201800000455,ZM,2018,455,ZM,7,Northern,7,Northern,GPS,R,-9.218344,31.894233,9999,1398,WGS84,0,789.8925714883172,835.9783018465912
Point (28.43250800000004119 -13.15515399999998181),ZM201800000456,ZM,2018,456,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.155154,28.432508,158,1236,WGS84,30,449.24728079151913,522.2635601511528
Point (28.31771000000003369 -15.44257799999996905),ZM201800000457,ZM,2018,457,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.442578,28.31771,1289,1283,WGS84,5,474.0843043700113,510.6509079667759
Point (31.82102000000003272 -10.93295999999998003),ZM201800000458,ZM,2018,458,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.93296,31.82102,1343,1431,WGS84,0,671.4645446071908,710.0395509447139
Point (29.66655700000006846 -8.47237999999993008),ZM201800000459,ZM,2018,459,ZM,7,Northern,7,Northern,GPS,R,-8.47238,29.666557,957,960,WGS84,0,770.6678771764743,840.8374445623201
Point (29.62203800000003184 -11.74407699999994747),ZM201800000460,ZM,2018,460,ZM,4,Luapula,4,Luapula,GPS,R,-11.744077,29.622038,1178,1176,WGS84,0,526.8117108874053,589.9207068983851
Point (28.65088100000002669 -12.98137399999995978),ZM201800000461,ZM,2018,461,ZM,2,Copperbelt,2,Copperbelt,GAZ,U,-12.981374,28.650881,987,1291,WGS84,17,453.1980190414616,526.3484980727322
Point (28.30365600000004633 -15.39130999999997584),ZM201800000462,ZM,2018,462,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.39131,28.303656,1261,1260,WGS84,5,473.2729933759024,509.75827031135697
Point (24.65354400000006763 -17.23624199999994744),ZM201800000463,ZM,2018,463,ZM,10,Western,10,Western,GPS,R,-17.236242,24.653544,934,979,WGS84,0,707.2264802045927,738.9404984311162
Point (28.21420500000004949 -12.59863299999994979),ZM201800000464,ZM,2018,464,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.598633,28.214205,1262,1269,WGS84,46,455.57766838772415,546.5816299359487
Point (23.19129600000002256 -13.48180999999993901),ZM201800000465,ZM,2018,465,ZM,8,North Western,8,North Western,GPS,R,-13.48181,23.191296,1076,1087,WGS84,0,751.2279206568651,802.656134233255
Point (23.58068300000007866 -14.9975669999999468),ZM201800000466,ZM,2018,466,ZM,10,Western,10,Western,GPS,R,-14.997567,23.580683,1053,1065,WGS84,0,726.2051512699929,761.8993959457579
Point (23.25402500000006967 -14.35765099999997574),ZM201800000467,ZM,2018,467,ZM,10,Western,10,Western,GPS,U,-14.357651,23.254025,1054,1052,WGS84,0,746.8503622376112,788.073808156436
Point (25.88020200000005389 -17.83248199999997041),ZM201800000468,ZM,2018,468,ZM,9,Southern,9,Southern,GPS,U,-17.832482,25.880202,939,934,WGS84,0,654.395081942189,697.8266380105655
Point (28.73742000000004282 -9.33296799999993709),ZM201800000470,ZM,2018,470,ZM,4,Luapula,4,Luapula,GPS,U,-9.332968,28.73742,945,948,WGS84,0,677.2845271560759,762.5008119575101
Point (22.88633300000003601 -15.14592999999996437),ZM201800000471,ZM,2018,471,ZM,10,Western,10,Western,GPS,R,-15.14593,22.886333,1022,1017,WGS84,0,787.3463810304152,820.7779265605054
Point (26.4076710000000503 -12.16867899999994052),ZM201800000472,ZM,2018,472,ZM,8,North Western,8,North Western,GPS,U,-12.168679,26.407671,1360,1357,WGS84,5,523.6609134252834,624.9055258421695
Point (24.17512300000004188 -14.56053699999995388),ZM201800000473,ZM,2018,473,ZM,10,Western,10,Western,GPS,R,-14.560537,24.175123,616,1082,WGS84,0,672.2196358022686,713.3803168040157
Point (32.89766000000003032 -12.47535599999997658),ZM201800000474,ZM,2018,474,ZM,3,Eastern,3,Eastern,GPS,R,-12.475356,32.89766,163,1034,WGS84,2,664.8132143307653,693.9634529146512
Point (24.21222500000004629 -13.60421699999994871),ZM201800000475,ZM,2018,475,ZM,8,North Western,8,North Western,GPS,U,-13.604217,24.212225,1099,1106,WGS84,0,664.1479753099388,718.8333688379246
Point (28.9353560000000698 -14.69692299999996976),ZM201800000476,ZM,2018,476,ZM,1,Central,1,Central,GPS,R,-14.696923,28.935356,1103,1099,WGS84,0,460.8184825813115,496.4718148717579
Point (28.19778100000007726 -12.80330599999996366),ZM201800000477,ZM,2018,477,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.803306,28.197781,706,1248,WGS84,46,450.6407006032992,538.2720474826972
Point (27.06096400000006952 -15.01032199999997374),ZM201800000478,ZM,2018,478,ZM,1,Central,1,Central,GPS,U,-15.010322,27.060964,909,1154,WGS84,0,499.44976370177335,538.2323576190875
Point (30.17586000000005697 -13.29717699999997649),ZM201800000479,ZM,2018,479,ZM,1,Central,1,Central,GPS,R,-13.297177,30.17586,1043,1361,WGS84,0,495.627090624256,531.9144195764785
Point (31.45747400000004745 -11.60763899999994919),ZM201800000480,ZM,2018,480,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.607639,31.457474,1392,1401,WGS84,0,616.2537366021819,653.0292705321893
Point (27.03350900000003776 -12.30376799999993409),ZM201800000481,ZM,2018,481,ZM,8,North Western,8,North Western,GPS,R,-12.303768,27.033509,1380,1372,WGS84,0,491.3792655393737,591.8645646708278
Point (30.44211300000006304 -12.21070499999996173),ZM201800000482,ZM,2018,482,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.210705,30.442113,671,1175,WGS84,0,539.3562320942777,582.5848773968331
Point (32.7482850000000667 -9.31488599999994449),ZM201800000483,ZM,2018,483,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.314886,32.748285,1631,1632,WGS84,0,827.4185099249144,868.5995320481684
Point (28.78815900000006422 -15.50099199999993971),ZM201800000484,ZM,2018,484,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.500992,28.788159,1066,1031,WGS84,0,472.2530471428583,507.86489541457547
Point (25.69169300000004341 -13.39448399999997719),ZM201800000485,ZM,2018,485,ZM,8,North Western,8,North Western,GPS,R,-13.394484,25.691693,1290,1293,WGS84,0,554.4627726869419,620.5290590765173
Point (29.64454200000005812 -11.11676499999992984),ZM201800000486,ZM,2018,486,ZM,4,Luapula,4,Luapula,GPS,R,-11.116765,29.644542,1180,1176,WGS84,0,562.8670750313978,629.7286169056559
Point (24.82310600000005252 -11.72069699999997283),ZM201800000487,ZM,2018,487,ZM,8,North Western,8,North Western,GPS,R,-11.720697,24.823106,1494,1482,WGS84,0,642.5724881630654,736.7596276279922
Point (32.64932600000003049 -13.64592599999997447),ZM201800000488,ZM,2018,488,ZM,3,Eastern,3,Eastern,GPS,U,-13.645926,32.649326,1171,1153,WGS84,0,617.1234079607977,644.898282470773
Point (28.4262880000000564 -14.46644699999995964),ZM201800000489,ZM,2018,489,ZM,1,Central,1,Central,GPS,U,-14.466447,28.426288,1182,1186,WGS84,2,457.5735444452746,499.2767186166696
Point (23.67410200000006171 -13.86886599999996861),ZM201800000490,ZM,2018,490,ZM,8,North Western,8,North Western,GPS,R,-13.868866,23.674102,1077,1082,WGS84,0,708.9089185860764,757.3692746766859
Point (28.77048700000005965 -11.49961099999995895),ZM201800000491,ZM,2018,491,ZM,4,Luapula,4,Luapula,GPS,R,-11.499611,28.770487,1369,1357,WGS84,1,515.0278553957417,600.4402956394307
Point (31.71130800000003092 -9.75780399999996462),ZM201800000492,ZM,2018,492,ZM,7,Northern,7,Northern,GPS,R,-9.757804,31.711308,1262,1231,WGS84,0,741.3222528924341,786.7643900425122
Point (31.04606200000006311 -9.99082699999996748),ZM201800000493,ZM,2018,493,ZM,7,Northern,7,Northern,GPS,R,-9.990827,31.046062,1363,1336,WGS84,0,693.6985591159192,744.2040501703077
Point (26.51060600000005252 -16.32795899999996436),ZM201800000494,ZM,2018,494,ZM,9,Southern,9,Southern,GPS,R,-16.327959,26.510606,1132,1171,WGS84,0,559.0529618076681,594.5668816206761
Point (28.63019600000006903 -13.02319699999998193),ZM201800000495,ZM,2018,495,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.023197,28.630196,1278,1278,WGS84,21,452.34872658550256,524.9764949691296
Point (27.75804700000003322 -15.84541999999993322),ZM201800000496,ZM,2018,496,ZM,9,Southern,9,Southern,GPS,U,-15.84542,27.758047,810,1029,WGS84,5,495.0185413080179,532.341079123656
Point (28.24580700000007027 -15.43193299999995816),ZM201800000497,ZM,2018,497,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.431933,28.245807,1274,1276,WGS84,5,474.80747361534407,511.48541260289943
Point (28.6712060000000406 -12.94831699999997454),ZM201800000498,ZM,2018,498,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.948317,28.671206,1270,1271,WGS84,13,454.0641300358228,527.4422493995496
Point (23.00529400000004898 -14.61588499999993473),ZM201800000499,ZM,2018,499,ZM,10,Western,10,Western,GPS,R,-14.615885,23.005294,1028,1031,WGS84,0,770.4954422504585,808.5368754493935
Point (32.64078700000004574 -10.16409799999996721),ZM201800000500,ZM,2018,500,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.164098,32.640787,9999,1324,WGS84,0,763.787038612021,802.3495709736432
Point (28.71590200000002824 -9.97737399999994068),ZM201800000501,ZM,2018,501,ZM,4,Luapula,4,Luapula,GPS,R,-9.977374,28.715902,956,953,WGS84,0,622.5039038628785,709.7455475933109
Point (29.04344900000006646 -9.0384059999999522),ZM201800000502,ZM,2018,502,ZM,4,Luapula,4,Luapula,GAZ,R,-9.038406,29.043449,9999,945,WGS84,0,707.6036731683895,787.4043785439144
Point (28.6590420000000563 -10.48997699999995348),ZM201800000503,ZM,2018,503,ZM,4,Luapula,4,Luapula,GPS,R,-10.489977,28.659042,956,947,WGS84,0,581.1934886696977,670.4779278801032
Point (25.83326500000003989 -17.8472969999999691),ZM201800000504,ZM,2018,504,ZM,9,Southern,9,Southern,GPS,U,-17.847297,25.833265,929,938,WGS84,0,657.9100097877102,701.040409595356
Point (29.64964400000002342 -8.46119099999992841),ZM201800000505,ZM,2018,505,ZM,7,Northern,7,Northern,GPS,U,-8.461191,29.649644,950,949,WGS84,2,771.2960080337214,841.665016897097
Point (27.81793600000003153 -15.76451899999995021),ZM201800000506,ZM,2018,506,ZM,9,Southern,9,Southern,GPS,U,-15.764519,27.817936,985,983,WGS84,6,491.254374153508,528.460418505682
Point (31.6511040000000321 -11.70583899999996902),ZM201800000507,ZM,2018,507,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.705839,31.651104,1135,1292,WGS84,0,621.9379059118327,656.7240181682777
Point (28.68261600000005274 -13.9758059999999773),ZM201800000508,ZM,2018,508,ZM,1,Central,1,Central,GPS,U,-13.975806,28.682616,1270,1270,WGS84,1,453.1361681651445,500.82047109417914
Point (28.36694800000003625 -15.30861899999996467),ZM201800000509,ZM,2018,509,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.308619,28.366948,1193,1168,WGS84,3,471.0276114643347,507.2585116586123
Point (27.16200300000002699 -16.33842499999997244),ZM201800000510,ZM,2018,510,ZM,9,Southern,9,Southern,GPS,R,-16.338425,27.162003,1064,1066,WGS84,0,529.9949086178975,567.9200487759174
Point (31.43952400000006264 -9.26145199999996294),ZM201800000511,ZM,2018,511,ZM,7,Northern,7,Northern,GPS,R,-9.261452,31.439524,1678,1690,WGS84,0,765.3645058744357,814.8064512541443
Point (23.09588000000002239 -13.51332299999995712),ZM201800000512,ZM,2018,512,ZM,8,North Western,8,North Western,GPS,R,-13.513323,23.09588,1046,1057,WGS84,0,759.5292083084473,810.0957002536992
Point (27.88325500000007651 -12.84806699999995772),ZM201800000513,ZM,2018,513,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.848067,27.883255,888,1270,WGS84,39,454.1630435153032,542.6252651607851
Point (28.42337200000002895 -13.05606099999994285),ZM201800000514,ZM,2018,514,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.056061,28.423372,1259,1250,WGS84,32,449.5491773873787,525.7148270486548
Point (25.16762800000003608 -16.78294199999993452),ZM201800000515,ZM,2018,515,ZM,10,Western,10,Western,GPS,R,-16.782942,25.167628,561,981,WGS84,0,654.1804774671615,686.581361775939
Point (23.18136200000003555 -15.3680899999999383),ZM201800000516,ZM,2018,516,ZM,10,Western,10,Western,GPS,R,-15.36809,23.181362,805,1031,WGS84,0,765.8041005979757,798.1231405300897
Point (28.28760700000003681 -15.45873799999998255),ZM201800000517,ZM,2018,517,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.458738,28.287607,1286,1281,WGS84,5,474.76857668395445,511.43991311117514
Point (32.39339400000005753 -12.08980399999995825),ZM201800000518,ZM,2018,518,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.089804,32.393394,486,602,WGS84,0,647.8495186516801,677.9615796542658
Point (28.24214900000004036 -15.37483599999995931),ZM201800000519,ZM,2018,519,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.374836,28.242149,1245,1261,WGS84,5,473.76523279151064,510.3471445139693
