wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,rms_dist
Point (32.73598100000003797 -11.69744599999995671),ZM201800000245,ZM,2018,245,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.697446,32.735981,655,653,WGS84,0,685.9557016670615,717.3297160432526
Point (23.52687100000002829 -15.85226799999998093),ZM201800000246,ZM,2018,246,ZM,10,Western,10,Western,GPS,R,-15.852268,23.526871,802,1027,WGS84,0,747.4605904232997,777.5243697329089
Point (27.81317000000007056 -13.84722899999997026),ZM201800000247,ZM,2018,247,ZM,1,Central,1,Central,GPS,R,-13.847229,27.81317,1098,1158,WGS84,0,458.7253699405069,516.5077533199459
Point (30.81819600000005721 -14.59222699999997985),ZM201800000248,ZM,2018,248,ZM,3,Eastern,3,Eastern,GPS,U,-14.592227,30.818196,739,747,WGS84,0,508.4187647401819,535.7764357477389
Point (27.47016100000007555 -16.28219199999995226),ZM201800000249,ZM,2018,249,ZM,9,Southern,9,Southern,GPS,U,-16.282192,27.470161,1132,1126,WGS84,0,516.7925196603067,555.5145804189445
Point (31.39413400000006504 -11.8508759999999711),ZM201800000250,ZM,2018,250,ZM,6,Muchinga,6,Muchinga,GPS,U,-11.850876,31.394134,1336,1332,WGS84,0,601.4751786700642,637.0354258685112
Point (28.23903000000007069 -15.31592399999993859),ZM201800000251,ZM,2018,251,ZM,1,Central,1,Central,GPS,R,-15.315924,28.23903,1228,1231,WGS84,5,472.7046805148476,509.2429420472747
Point (23.71587100000004966 -16.69325299999997014),ZM201800000252,ZM,2018,252,ZM,10,Western,10,Western,GPS,R,-16.693253,23.715871,888,989,WGS84,0,756.7809540450139,784.9700590500877
Point (32.46966600000007475 -9.21430599999996502),ZM201800000253,ZM,2018,253,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.214306,32.469666,1487,1482,WGS84,0,819.5040015844883,862.2489007639955
Point (28.19629200000002811 -12.783395999999982),ZM201800000254,ZM,2018,254,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.783396,28.196292,687,1235,WGS84,46,451.0134268923814,539.0931812285982
Point (28.69289600000007567 -13.77009099999997943),ZM201800000255,ZM,2018,255,ZM,1,Central,1,Central,GPS,R,-13.770091,28.692896,976,1260,WGS84,0,452.1559813719581,504.1206732482405
Point (26.34427400000004127 -17.00682799999992767),ZM201800000256,ZM,2018,256,ZM,9,Southern,9,Southern,GPS,R,-17.006828,26.344274,1282,1292,WGS84,0,592.0279624395899,631.3347230419985
Point (32.15602700000005143 -14.31934299999994664),ZM201800000257,ZM,2018,257,ZM,3,Eastern,3,Eastern,GPS,R,-14.319343,32.156027,546,933,WGS84,0,577.1559360721211,605.5022554011362
Point (28.23155100000002449 -15.54600299999992785),ZM201800000258,ZM,2018,258,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.546003,28.231551,1239,1239,WGS84,8,477.3071013697604,514.324456206236
Point (29.88832200000007333 -9.43082299999997531),ZM201800000259,ZM,2018,259,ZM,7,Northern,7,Northern,GPS,R,-9.430823,29.888322,1125,1440,WGS84,0,693.5644703444382,760.9359229457465
Point (27.22584500000004937 -16.80298399999998082),ZM201800000260,ZM,2018,260,ZM,9,Southern,9,Southern,GPS,R,-16.802984,27.225845,1284,1283,WGS84,1,543.4823565000596,585.8788811707589
Point (27.06875400000006948 -16.34944799999993847),ZM201800000261,ZM,2018,261,ZM,9,Southern,9,Southern,GPS,R,-16.349448,27.068754,1085,1078,WGS84,0,534.1353252184678,571.7747453509726
Point (31.41590600000006361 -10.19710199999997258),ZM201800000262,ZM,2018,262,ZM,7,Northern,7,Northern,GPS,U,-10.197102,31.415906,683,1374,WGS84,0,696.5163689773855,742.3613312155815
Point (33.50098900000006097 -10.25329199999993079),ZM201800000263,ZM,2018,263,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.253292,33.500989,1456,1429,WGS84,3,811.1343508699576,847.2623986759437
Point (30.57474900000005391 -11.29794499999997015),ZM201800000264,ZM,2018,264,ZM,7,Northern,7,Northern,GPS,R,-11.297945,30.574749,916,1180,WGS84,0,589.2296595479896,638.0855435811288
Point (26.08969500000006292 -13.93707099999994625),ZM201800000265,ZM,2018,265,ZM,8,North Western,8,North Western,GPS,R,-13.937071,26.089695,9999,1193,WGS84,0,531.834610280256,587.2777400032377
Point (26.23075600000004215 -17.27393799999993007),ZM201800000266,ZM,2018,266,ZM,9,Southern,9,Southern,GPS,R,-17.273938,26.230756,1240,1232,WGS84,0,609.0303669372754,650.0324886806534
Point (28.08211600000004182 -12.83814199999994798),ZM201800000267,ZM,2018,267,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.838142,28.082116,1302,1292,WGS84,46,450.97463237857966,538.9033423675162
Point (28.35129700000004505 -15.44308599999993703),ZM201800000268,ZM,2018,268,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.443086,28.351297,1280,1293,WGS84,5,473.7119333339513,510.20345138245136
Point (28.39468300000004319 -13.19336799999996401),ZM201800000269,ZM,2018,269,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.193368,28.394683,926,1193,WGS84,29,448.9865178416114,521.4740399660961
Point (23.92042500000002292 -15.14892799999995532),ZM201800000270,ZM,2018,270,ZM,10,Western,10,Western,GPS,R,-15.148928,23.920425,620,1091,WGS84,0,700.9694066929421,735.9084728661644
Point (28.14934600000003684 -15.86254199999996217),ZM201800000271,ZM,2018,271,ZM,9,Southern,9,Southern,GPS,R,-15.862542,28.149346,1013,1010,WGS84,8,486.14984570898775,524.4740082212861
Point (31.30473000000006323 -14.43226099999992584),ZM201800000272,ZM,2018,272,ZM,3,Eastern,3,Eastern,GPS,R,-14.432261,31.30473,792,983,WGS84,0,530.9797432327342,557.7575064342536
Point (30.38412900000002992 -15.62125399999996489),ZM201800000273,ZM,2018,273,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.621254,30.384129,350,345,WGS84,0,497.0296399833247,533.6360410110093
Point (32.92261100000007445 -12.98326799999995274),ZM201800000274,ZM,2018,274,ZM,3,Eastern,3,Eastern,GPS,R,-12.983268,32.922611,1029,1064,WGS84,2,650.4076493593168,678.8501830263397
Point (28.84997400000003154 -11.2187399999999684),ZM201800000275,ZM,2018,275,ZM,4,Luapula,4,Luapula,GPS,R,-11.21874,28.849974,1228,1218,WGS84,3,533.6842785080514,618.345365065515
Point (28.19052500000003647 -12.77162799999996423),ZM201800000276,ZM,2018,276,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.771628,28.190525,702,1247,WGS84,46,451.2447801351296,539.6611795369266
Point (32.24631200000004583 -9.41252199999996719),ZM201800000277,ZM,2018,277,ZM,7,Northern,7,Northern,GPS,R,-9.412522,32.246312,9999,1252,WGS84,0,793.2242786338429,836.5141495461983
Point (33.49714000000005854 -10.26411599999994451),ZM201800000278,ZM,2018,278,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.264116,33.49714,1422,1418,WGS84,3,810.2424046383024,846.3371074511956
Point (28.22445400000003701 -12.86598299999997153),ZM201800000279,ZM,2018,279,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.865983,28.224454,845,1202,WGS84,39,449.80721227042204,535.391042153183
Point (32.04784400000005462 -13.2807889999999702),ZM201800000280,ZM,2018,280,ZM,3,Eastern,3,Eastern,GPS,R,-13.280789,32.047844,483,594,WGS84,0,588.6039978982603,614.8897481234666
Point (28.25550500000002785 -15.40918799999997191),ZM201800000282,ZM,2018,282,ZM,5,Lusaka,5,Lusaka,GAZ,R,-15.409188,28.255505,764,1080,WGS84,5,474.235256228402,510.8493093195012
Point (25.96499300000004951 -13.50086999999996351),ZM201800000283,ZM,2018,283,ZM,8,North Western,8,North Western,GPS,R,-13.50087,25.964993,9999,1293,WGS84,0,537.1688519446341,601.9578414992894
Point (28.65561400000007097 -13.00571299999995745),ZM201800000284,ZM,2018,284,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.005713,28.655614,1279,1272,WGS84,13,452.9509141469425,525.4353778701425
Point (27.68962900000002492 -12.82942499999995789),ZM201800000285,ZM,2018,285,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.829425,27.689629,1247,1229,WGS84,18,459.1173932237326,548.1214409176292
Point (31.96559200000007195 -12.58978199999995695),ZM201800000286,ZM,2018,286,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.589782,31.965592,558,565,WGS84,0,603.8334278659081,632.3447753961266
Point (28.01029900000003181 -12.60794099999992568),ZM201800000287,ZM,2018,287,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.607941,28.010299,1317,1322,WGS84,46,455.8397184351662,549.7713660917144
Point (30.00623400000006313 -10.23068099999994729),ZM201800000288,ZM,2018,288,ZM,7,Northern,7,Northern,GPS,R,-10.230681,30.006234,1308,1378,WGS84,0,635.2793773672288,699.0934155062623
Point (31.51429700000005596 -14.35972099999997909),ZM201800000289,ZM,2018,289,ZM,3,Eastern,3,Eastern,GPS,R,-14.359721,31.514297,1044,1096,WGS84,0,541.9007142865086,568.6465800411337
Point (28.01500500000003058 -14.75911999999993895),ZM201800000290,ZM,2018,290,ZM,1,Central,1,Central,GPS,R,-14.75912,28.015005,1002,1162,WGS84,0,466.66024846307056,506.61635752199936
Point (24.10331200000007357 -11.63781399999993482),ZM201800000291,ZM,2018,291,ZM,8,North Western,8,North Western,GPS,R,-11.637814,24.103312,1348,1344,WGS84,0,704.2836850425429,790.1079864529648
Point (28.30981200000007902 -14.93182199999995419),ZM201800000292,ZM,2018,292,ZM,1,Central,1,Central,GPS,R,-14.931822,28.309812,1160,1151,WGS84,0,465.21742770706805,502.669189130275
Point (27.68020600000005516 -15.89316499999995358),ZM201800000294,ZM,2018,294,ZM,9,Southern,9,Southern,GPS,U,-15.893165,27.680206,1020,1035,WGS84,3,498.56873016238336,535.8547564659397
Point (24.48124200000006567 -13.28144699999995737),ZM201800000295,ZM,2018,295,ZM,8,North Western,8,North Western,GPS,R,-13.281447,24.481242,9999,1087,WGS84,0,643.3735611431171,705.0250009783002
Point (28.07241900000002488 -12.88587399999994432),ZM201800000296,ZM,2018,296,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.885874,28.072419,1246,1248,WGS84,46,450.64952256566835,537.2462364589755
Point (27.66609500000004118 -12.50429499999995642),ZM201800000297,ZM,2018,297,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.504295,27.666095,399,1279,WGS84,22,465.1365040677208,562.3080854526974
Point (31.15471400000006952 -10.22969399999993811),ZM201800000298,ZM,2018,298,ZM,7,Northern,7,Northern,GPS,U,-10.229694,31.154714,1360,1339,WGS84,0,681.9851902983369,730.1956066327486
Point (22.91042100000004211 -15.79317299999996749),ZM201800000299,ZM,2018,299,ZM,10,Western,10,Western,GPS,R,-15.793173,22.910421,1047,1048,WGS84,0,797.4371503162959,826.9950871180869
Point (32.70069200000006049 -10.19329399999998031),ZM201800000300,ZM,2018,300,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.193294,32.700692,9999,1094,WGS84,0,765.4292022540002,803.6587507066483
Point (25.2131450000000541 -14.8554089999999519),ZM201800000301,ZM,2018,301,ZM,10,Western,10,Western,GPS,R,-14.855409,25.213145,1163,1170,WGS84,0,599.2576044990224,638.6863355374147
Point (28.69095900000007759 -13.96694899999994277),ZM201800000302,ZM,2018,302,ZM,1,Central,1,Central,GPS,U,-13.966949,28.690959,1266,1266,WGS84,1,453.1282804737966,500.8951842447754
Point (28.02190500000006068 -13.70739399999996522),ZM201800000303,ZM,2018,303,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.707394,28.021905,1229,1264,WGS84,0,453.7476006150126,514.2539201642134
Point (28.34207600000007687 -15.4617799999999761),ZM201800000304,ZM,2018,304,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.46178,28.342076,788,1294,WGS84,5,474.1773562235631,510.74096213507045
Point (29.08104300000007925 -15.2249899999999343),ZM201800000305,ZM,2018,305,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.22499,29.081043,827,998,WGS84,0,468.46713473452894,502.2521851305721
Point (24.78947200000004614 -15.46408899999994446),ZM201800000306,ZM,2018,306,ZM,10,Western,10,Western,GPS,R,-15.464089,24.789472,1132,1148,WGS84,0,641.0544712134425,674.7429854296728
Point (26.81406000000004042 -16.13861399999996138),ZM201800000307,ZM,2018,307,ZM,9,Southern,9,Southern,GPS,R,-16.138614,26.81406,849,1084,WGS84,0,538.5402438563937,574.2482370851019
Point (29.06098500000007334 -13.89704399999993711),ZM201800000308,ZM,2018,308,ZM,1,Central,1,Central,GPS,R,-13.897044,29.060985,1161,1185,WGS84,2,456.90916616892576,501.391243086364
Point (28.743261000000075 -16.51004499999993413),ZM201800000309,ZM,2018,309,ZM,9,Southern,9,Southern,GPS,R,-16.510045,28.743261,536,612,WGS84,0,496.5708554938663,542.9089264183131
Point (33.16168900000002395 -12.23992099999998118),ZM201800000310,ZM,2018,310,ZM,3,Eastern,3,Eastern,GPS,R,-12.239921,33.161689,1160,1134,WGS84,2,690.9944864661275,720.8855543198745
Point (28.62067600000005996 -12.92795399999994288),ZM201800000311,ZM,2018,311,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.927954,28.620676,1330,1310,WGS84,26,453.5183751785442,528.532832157417
Point (27.55949700000007851 -15.85373799999996436),ZM201800000312,ZM,2018,312,ZM,9,Southern,9,Southern,GPS,R,-15.853738,27.559497,992,995,WGS84,0,501.22968787988924,538.0565305328203
Point (30.33212700000007089 -9.3523829999999748),ZM201800000313,ZM,2018,313,ZM,7,Northern,7,Northern,GPS,U,-9.352383,30.332127,1371,1356,WGS84,0,714.1387892415904,775.4079841644285
Point (28.16200700000007373 -15.434537999999975),ZM201800000314,ZM,2018,314,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.434538,28.162007,711,1244,WGS84,5,476.140434404392,512.928301286321
Point (28.33667300000007572 -15.38057699999995975),ZM201800000315,ZM,2018,315,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.380577,28.336673,1261,1236,WGS84,5,472.6833949154555,509.07476557836463
Point (28.23100200000004634 -12.84752599999995937),ZM201800000316,ZM,2018,316,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.847526,28.231002,1242,1234,WGS84,39,450.036825794315,536.0055398173079
Point (28.26077000000003636 -15.44815599999992628),ZM201800000317,ZM,2018,317,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.448156,28.26077,1271,1276,WGS84,5,474.915995410432,511.6078537784869
Point (31.2357180000000767 -8.80374299999994037),ZM201800000318,ZM,2018,318,ZM,7,Northern,7,Northern,GPS,R,-8.803743,31.235718,9999,1269,WGS84,0,793.0542618800995,845.4219180981413
Point (28.47654700000003913 -14.46189099999998007),ZM201800000319,ZM,2018,319,ZM,1,Central,1,Central,GPS,U,-14.461891,28.476547,1190,1191,WGS84,2,457.30431069381615,498.7156711978475
Point (28.7529460000000654 -9.67307899999997289),ZM201800000320,ZM,2018,320,ZM,4,Luapula,4,Luapula,GPS,R,-9.673079,28.752946,965,951,WGS84,0,648.2862032174163,734.1700352592743
Point (28.24939000000006217 -15.43985299999997096),ZM201800000321,ZM,2018,321,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.439853,28.24939,151,1275,WGS84,5,474.9110724651379,511.60144929946193
Point (28.61535700000007409 -13.01572299999997995),ZM201800000322,ZM,2018,322,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.015723,28.615357,1250,1254,WGS84,24,452.20866707618643,525.3479956239422
Point (25.49439000000006672 -12.12289999999995871),ZM201800000323,ZM,2018,323,ZM,8,North Western,8,North Western,GPS,R,-12.1229,25.49439,9999,1363,WGS84,2,581.7332448897731,676.0880003539949
Point (29.45896100000004481 -14.00912699999997812),ZM201800000324,ZM,2018,324,ZM,1,Central,1,Central,GPS,R,-14.009127,29.458961,1235,1224,WGS84,2,465.01007832667136,502.72669923539365
Point (29.25727800000004208 -13.74771199999997862),ZM201800000325,ZM,2018,325,ZM,1,Central,1,Central,GPS,R,-13.747712,29.257278,1232,1262,WGS84,2,460.80392687322114,505.0051632970169
Point (31.45324000000005071 -11.84467199999994591),ZM201800000326,ZM,2018,326,ZM,6,Muchinga,6,Muchinga,GPS,U,-11.844672,31.45324,1403,1405,WGS84,0,604.8836681052707,640.0506924357633
Point (27.38717300000007526 -15.18337199999996301),ZM201800000327,ZM,2018,327,ZM,1,Central,1,Central,GPS,R,-15.183372,27.387173,822,1079,WGS84,0,490.8990847576715,528.3367226988702
Point (28.25766400000003387 -12.78024399999998195),ZM201800000328,ZM,2018,328,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.780244,28.257664,651,1190,WGS84,40,451.3469416427157,538.2722166140802
Point (32.64076400000004696 -13.63574199999993652),ZM201800000329,ZM,2018,329,ZM,3,Eastern,3,Eastern,GPS,U,-13.635742,32.640764,1127,1141,WGS84,0,616.7811304327281,644.5064452167206
Point (29.40306900000007317 -13.62529399999993984),ZM201800000330,ZM,2018,330,ZM,1,Central,1,Central,GPS,U,-13.625294,29.403069,1370,1315,WGS84,2,464.93786523475245,508.8478321313769
Point (32.0674260000000686 -10.54416799999995646),ZM201800000331,ZM,2018,331,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.544168,32.067426,1294,1286,WGS84,0,707.8286000552146,747.1324028413958
Point (31.41692300000005389 -14.61904099999998152),ZM201800000332,ZM,2018,332,ZM,3,Eastern,3,Eastern,GPS,R,-14.619041,31.416923,1038,1047,WGS84,0,535.3123097651369,563.2766603423347
Point (32.41206700000003593 -14.03969599999993534),ZM201800000333,ZM,2018,333,ZM,3,Eastern,3,Eastern,GPS,R,-14.039696,32.412067,774,1066,WGS84,0,595.7776575863967,623.7872269424612
Point (28.57204300000006469 -9.45270899999997027),ZM201800000334,ZM,2018,334,ZM,4,Luapula,4,Luapula,GPS,R,-9.452709,28.572043,930,928,WGS84,0,665.0089403434238,753.193416654967
Point (25.84897600000005013 -17.84724599999992734),ZM201800000335,ZM,2018,335,ZM,9,Southern,9,Southern,GPS,U,-17.847246,25.848976,140,928,WGS84,0,656.971708811445,700.2465198150501
Point (26.39363200000002507 -12.15804899999994859),ZM201800000336,ZM,2018,336,ZM,8,North Western,8,North Western,GPS,U,-12.158049,26.393632,158,1329,WGS84,5,524.6581323999336,626.073595122458
Point (28.33846100000005208 -15.32930299999998169),ZM201800000337,ZM,2018,337,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.329303,28.338461,1208,1201,WGS84,4,471.71095938418273,508.03166958520836
Point (29.50622900000007576 -10.37475999999998066),ZM201800000338,ZM,2018,338,ZM,7,Northern,7,Northern,GPS,R,-10.37476,29.506229,1331,1334,WGS84,0,608.8377188192289,681.2122792096316
Point (22.6213790000000472 -14.97659499999997479),ZM201800000339,ZM,2018,339,ZM,10,Western,10,Western,GPS,R,-14.976595,22.621379,1037,1031,WGS84,0,808.1738769783311,842.4290656013692
Point (26.36203900000003841 -12.18601299999994581),ZM201800000340,ZM,2018,340,ZM,8,North Western,8,North Western,GPS,U,-12.186013,26.362039,780,1377,WGS84,5,525.7536782641869,626.2726536914946
Point (28.77498000000002776 -9.76740799999993214),ZM201800000341,ZM,2018,341,ZM,4,Luapula,4,Luapula,GPS,R,-9.767408,28.77498,953,958,WGS84,0,640.6852435088488,726.4157170331409
Point (31.50179600000006985 -8.85920699999996941),ZM201800000342,ZM,2018,342,ZM,7,Northern,7,Northern,GPS,R,-8.859207,31.501796,9999,1776,WGS84,0,799.8475168740364,849.816904216575
Point (31.95291300000002366 -14.10737999999997783),ZM201800000343,ZM,2018,343,ZM,3,Eastern,3,Eastern,GPS,R,-14.10738,31.952913,999,1011,WGS84,0,568.0455728383388,594.7743957307675
Point (27.17338400000005549 -14.97064599999993106),ZM201800000344,ZM,2018,344,ZM,1,Central,1,Central,GPS,R,-14.970646,27.173384,1233,1241,WGS84,0,494.2755412141873,533.4077479825597
Point (30.95595600000007153 -14.45253299999995988),ZM201800000345,ZM,2018,345,ZM,3,Eastern,3,Eastern,GPS,R,-14.452533,30.955956,862,879,WGS84,0,514.8415971257364,541.6111747365761
Point (30.834111000000064 -14.55739299999993364),ZM201800000346,ZM,2018,346,ZM,3,Eastern,3,Eastern,GPS,R,-14.557393,30.834111,749,742,WGS84,0,509.18847694249996,536.3994301562276
Point (32.73723800000004758 -9.91610499999995909),ZM201800000347,ZM,2018,347,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.916105,32.737238,1255,1264,WGS84,0,785.3920188194799,824.6164103711437
Point (28.28757200000006833 -15.44076099999995222),ZM201800000348,ZM,2018,348,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.440761,28.287572,1275,1279,WGS84,5,474.4196716426314,511.04399738897354
Point (30.38672500000006949 -11.09591499999993403),ZM201800000349,ZM,2018,349,ZM,7,Northern,7,Northern,GPS,R,-11.095915,30.386725,683,1181,WGS84,0,592.6423259034528,645.7993657067252
Point (31.22246200000006411 -10.24496799999997165),ZM201800000350,ZM,2018,350,ZM,7,Northern,7,Northern,GPS,U,-10.244968,31.222462,1330,1323,WGS84,0,684.0966881709055,731.5366057649946
Point (31.32472500000005766 -14.23555599999997412),ZM201800000351,ZM,2018,351,ZM,3,Eastern,3,Eastern,GPS,U,-14.235556,31.324725,841,1031,WGS84,0,533.5608866254144,559.6715040567362
Point (28.23687000000006719 -15.38802599999996801),ZM201800000352,ZM,2018,352,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.388026,28.23687,1252,1251,WGS84,5,474.0899010230908,510.6999647598561
Point (28.22499500000003536 -12.85671099999996159),ZM201800000353,ZM,2018,353,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.856711,28.224995,863,1223,WGS84,39,449.8973838050497,535.7414403186373
Point (30.34976000000006024 -14.73377999999996746),ZM201800000354,ZM,2018,354,ZM,3,Eastern,3,Eastern,GPS,R,-14.73378,30.34976,390,397,WGS84,0,490.7426993191818,519.2825578100576
Point (33.13040100000006305 -11.1171259999999279),ZM201800000355,ZM,2018,355,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.117126,33.130401,762,765,WGS84,0,739.2539052025741,772.5219692887075
Point (30.23851000000007616 -11.62098499999996193),ZM201800000356,ZM,2018,356,ZM,4,Luapula,4,Luapula,GPS,R,-11.620985,30.23851,9999,1169,WGS84,0,557.3327156963384,609.0901511433809
Point (28.38490900000005013 -15.60759299999995164),ZM201800000357,ZM,2018,357,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.607593,28.384909,9999,1106,WGS84,7,476.7262032471501,513.695487691735
Point (33.05600600000002487 -12.16365599999994629),ZM201800000358,ZM,2018,358,ZM,3,Eastern,3,Eastern,GPS,R,-12.163656,33.056006,1124,1115,WGS84,0,686.8897113187504,716.8236230426909
Point (29.93275000000005548 -10.27364499999993086),ZM201800000359,ZM,2018,359,ZM,7,Northern,7,Northern,GPS,U,-10.273645,29.93275,1354,1372,WGS84,0,629.6390519858306,694.5496563787988
Point (23.00143200000002253 -15.69951499999996258),ZM201800000362,ZM,2018,362,ZM,10,Western,10,Western,GPS,R,-15.699515,23.001432,1014,1043,WGS84,0,787.6468295185294,817.7872571240783
Point (28.56294400000007272 -14.42269799999996849),ZM201800000363,ZM,2018,363,ZM,1,Central,1,Central,GPS,R,-14.422698,28.562944,1133,1166,WGS84,2,456.68469832956066,497.96502906215596
Point (27.60198700000006511 -16.22024799999996958),ZM201800000364,ZM,2018,364,ZM,9,Southern,9,Southern,GPS,R,-16.220248,27.601987,1088,1095,WGS84,0,510.51825177779887,549.3011041891549
Point (28.26455800000007912 -15.42664799999994329),ZM201800000365,ZM,2018,365,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.426648,28.264558,1293,1277,WGS84,5,474.4482321912517,511.08235277870733
Point (31.30632400000007465 -14.25325299999997242),ZM201800000366,ZM,2018,366,ZM,3,Eastern,3,Eastern,GPS,U,-14.253253,31.306324,1007,1002,WGS84,0,532.4965146807024,558.6466497896408
Point (24.54799000000002707 -14.67415199999993547),ZM201800000367,ZM,2018,367,ZM,10,Western,10,Western,GPS,R,-14.674152,24.54799,885,1115,WGS84,0,644.6524779752817,685.2032724849826
Point (27.90195800000003601 -12.58549199999993107),ZM201800000368,ZM,2018,368,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.585492,27.901958,1400,1395,WGS84,46,457.85409541912213,553.0065563409125
Point (29.13687400000003436 -11.09018199999997023),ZM201800000369,ZM,2018,369,ZM,4,Luapula,4,Luapula,GPS,R,-11.090182,29.136874,1263,1256,WGS84,3,548.9320092379804,627.2592377068562
Point (31.47059400000006235 -11.82645299999995814),ZM201800000370,ZM,2018,370,ZM,6,Muchinga,6,Muchinga,GPS,U,-11.826453,31.470594,1426,1425,WGS84,0,606.6339668816485,641.8029726568323
Point (27.86940500000002885 -16.22282099999995353),ZM201800000371,ZM,2018,371,ZM,9,Southern,9,Southern,GPS,R,-16.222821,27.869405,1169,1200,WGS84,3,502.8408673543057,542.6317252005188
Point (32.69371800000004669 -10.56369099999994887),ZM201800000372,ZM,2018,372,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.563691,32.693718,635,815,WGS84,0,742.4845224779992,779.0786063822445
Point (28.78062300000004825 -14.24541399999992564),ZM201800000373,ZM,2018,373,ZM,1,Central,1,Central,GPS,R,-14.245414,28.780623,1220,1236,WGS84,2,455.57403706166275,497.5010823537746
Point (31.03076400000003332 -8.98368499999997994),ZM201800000374,ZM,2018,374,ZM,7,Northern,7,Northern,GPS,R,-8.983685,31.030764,9999,1457,WGS84,0,770.0403197282246,823.9987826807553
Point (33.17401100000006409 -12.59216299999997091),ZM201800000375,ZM,2018,375,ZM,3,Eastern,3,Eastern,GPS,R,-12.592163,33.174011,1219,1197,WGS84,2,679.1337069833039,708.6204330567022
Point (24.27907300000003943 -11.19256599999994251),ZM201800000376,ZM,2018,376,ZM,8,North Western,8,North Western,GPS,R,-11.192566,24.279073,156,1343,WGS84,0,705.8658892874024,799.7050150280301
Point (28.6419940000000679 -12.92779399999994894),ZM201800000377,ZM,2018,377,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.927794,28.641994,1242,1315,WGS84,24,453.8898507042782,528.3935881983989
Point (25.85137200000002622 -17.8781999999999357),ZM201800000378,ZM,2018,378,ZM,9,Southern,9,Southern,GPS,U,-17.8782,25.851372,897,902,WGS84,0,658.3579877888292,701.9284162737589
Point (27.97416200000003528 -12.59070099999996728),ZM201800000379,ZM,2018,379,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.590701,27.974162,159,1324,WGS84,46,456.7039077454813,551.2487765412058
Point (23.14061400000002777 -15.25970999999992728),ZM201800000380,ZM,2018,380,ZM,10,Western,10,Western,GAZ,U,-15.25971,23.140614,1062,1029,WGS84,0,767.3464359811438,800.3447915093544
Point (26.54895400000003747 -15.82636499999995294),ZM201800000381,ZM,2018,381,ZM,9,Southern,9,Southern,GPS,R,-15.826365,26.548954,1016,1013,WGS84,0,542.003404277244,576.5902443593601
Point (27.60480200000006334 -16.49405999999993355),ZM201800000382,ZM,2018,382,ZM,9,Southern,9,Southern,GPS,U,-16.49406,27.604802,1230,1231,WGS84,0,519.2217180200533,560.3026855713147
Point (29.77536200000002964 -10.8135279999999625),ZM201800000383,ZM,2018,383,ZM,4,Luapula,4,Luapula,GPS,R,-10.813528,29.775362,1199,1184,WGS84,0,586.7493624368843,652.4597126211496
